Genre,Cluster k3,Cluster k4,Cluster k5
hip hop,1,1,0
hip hop,2,3,2
hip hop,1,1,0
hip hop,1,1,3
pop,2,0,2
hip hop,1,1,0
hip hop,2,3,2
pop,1,3,3
r&b,1,1,0
pop,1,3,3
rock,0,0,1
N/A,2,3,3
country,0,2,4
hip hop,1,1,0
hip hop,1,3,3
r&b,2,3,3
r&b,2,3,2
hip hop,1,1,0
hip hop,0,0,1
funk,1,1,0
hip hop,1,1,0
pop,2,0,1
pop,2,0,1
rock,1,1,0
N/A,0,2,4
N/A,0,0,1
rock,2,0,1
r&b,1,3,3
hip hop,1,1,3
pop,2,3,2
rock,2,3,2
hip hop,1,1,0
hip hop,1,1,3
pop,0,0,1
country,2,0,2
hip hop,1,1,0
rock,0,0,1
pop,2,0,2
N/A,2,3,3
rock,0,0,1
hip hop,1,1,3
r&b,2,3,2
rock,2,0,2
hip hop,1,1,0
N/A,1,1,0
country,2,0,2
r&b,2,0,2
rock,0,0,1
r&b,2,3,2
hip hop,1,1,0
N/A,2,0,2
r&b,1,1,0
country,0,0,1
hip hop,1,1,0
N/A,1,3,3
N/A,2,3,2
pop,2,3,3
funk,2,3,2
pop,0,2,4
r&b,1,3,3
hip hop,2,3,2
country,0,0,1
hip hop,1,3,3
country,2,0,1
country,2,0,2
r&b,0,2,1
hip hop,1,1,0
country,0,0,1
country,0,2,4
r&b,2,3,2
hip hop,2,3,3
N/A,2,3,2
pop,2,3,2
rock,0,2,4
adult standards,0,2,4
hip hop,1,1,0
country,0,2,4
r&b,2,0,2
r&b,1,1,0
r&b,1,1,3
soul,0,0,1
pop,2,0,1
soul,2,3,3
rock,0,2,1
r&b,1,3,3
hip hop,2,3,3
hip hop,1,3,3
hip hop,1,1,3
hip hop,1,1,3
r&b,1,3,3
hip hop,1,1,0
hip hop,1,1,0
rock,0,0,1
hip hop,1,1,0
rock,2,0,1
r&b,2,0,2
rock,0,0,1
hip hop,1,3,3
hip hop,1,1,0
pop,2,3,3
hip hop,1,1,3
r&b,1,3,3
hip hop,1,1,0
r&b,1,1,3
N/A,2,3,2
N/A,0,0,1
soul,1,1,3
hip hop,1,1,0
hip hop,1,1,0
r&b,1,1,0
rock,0,0,1
soul,0,0,1
pop,2,0,1
rock,0,0,1
rock,0,2,4
rock,0,2,4
pop,0,0,1
pop,2,3,3
pop,2,3,2
hip hop,2,3,2
hip hop,2,3,3
hip hop,1,3,3
hip hop,1,1,3
hip hop,1,3,3
r&b,1,1,0
pop,0,0,1
hip hop,1,1,3
pop,2,0,2
rock,0,2,4
hip hop,2,3,3
r&b,2,3,3
pop,2,3,2
hip hop,2,3,2
hip hop,1,1,0
r&b,1,1,3
pop,1,3,3
hip hop,1,1,0
hip hop,1,1,3
hip hop,1,1,0
hip hop,1,1,0
N/A,2,3,2
r&b,2,3,2
hip hop,2,3,2
rock,2,0,1
hip hop,1,1,3
rock,1,1,0
hip hop,1,1,0
hip hop,1,1,0
funk,1,1,0
r&b,2,3,2
rock,0,2,1
pop,2,0,2
rock,2,3,2
rock,0,0,1
rock,0,0,1
N/A,2,3,2
rock,0,0,1
hip hop,1,3,3
country,2,0,2
country,0,2,4
pop,0,2,4
hip hop,1,3,3
reggae,1,1,0
hip hop,1,1,0
hip hop,1,1,0
hip hop,0,2,4
country,2,0,2
country,0,2,1
hip hop,1,1,3
pop,2,0,2
country,2,0,2
N/A,1,1,0
hip hop,1,3,3
hip hop,2,3,3
country,2,0,2
hip hop,1,1,0
country,2,0,2
country,2,0,1
pop,2,3,3
pop,2,3,2
r&b,2,3,2
pop,0,0,1
pop,2,3,2
soul,1,1,0
N/A,0,0,1
N/A,1,3,3
N/A,1,1,3
pop,0,0,1
hip hop,1,3,3
rock,0,2,1
hip hop,1,3,3
pop,1,1,0
pop,1,1,0
rock,0,0,1
hip hop,1,1,3
pop,1,3,3
hip hop,1,3,3
rock,0,0,1
N/A,2,3,3
rock,2,3,2
funk,1,1,0
hip hop,1,1,3
hip hop,1,3,3
pop,1,1,0
pop,2,0,2
hip hop,2,3,3
pop,1,1,3
pop,1,1,3
pop,1,3,3
hip hop,0,2,4
r&b,2,3,3
r&b,2,3,2
dance,0,0,1
rock,2,0,2
hip hop,2,3,3
rock,0,0,1
N/A,0,0,1
rock,2,0,2
r&b,1,3,3
hip hop,1,1,0
rock,2,3,2
pop,2,3,3
rock,0,0,1
N/A,0,2,4
r&b,2,3,2
hip hop,2,3,3
N/A,1,1,0
hip hop,1,1,3
hip hop,1,3,3
hip hop,1,1,0
hip hop,1,1,0
r&b,1,3,3
N/A,2,3,2
soul,2,0,2
pop,0,0,1
rock,2,0,2
hip hop,1,1,0
pop,2,0,2
pop,2,0,1
hip hop,1,1,3
hip hop,2,3,3
pop,0,2,1
hip hop,1,1,0
pop,1,1,0
r&b,1,1,3
rock,2,0,1
hip hop,1,3,3
N/A,2,3,3
country,0,0,1
pop,2,0,1
r&b,2,3,2
r&b,1,1,3
pop,2,0,2
pop,0,2,4
hip hop,1,1,0
hip hop,1,1,3
hip hop,1,1,0
pop,2,3,2
hip hop,1,1,3
hip hop,2,3,2
N/A,0,2,1
country,2,0,2
hip hop,2,3,2
pop,1,3,3
soul,2,0,2
hip hop,1,3,3
pop,2,0,2
rock,0,2,1
r&b,2,3,3
hip hop,1,1,0
hip hop,1,3,3
hip hop,1,1,3
hip hop,2,3,3
rock,0,2,1
r&b,2,3,2
country,0,0,1
hip hop,1,1,3
hip hop,1,3,3
rock,2,0,2
hip hop,1,1,3
N/A,1,3,3
rock,0,2,4
hip hop,1,1,3
pop,2,0,2
soul,0,2,1
hip hop,1,1,0
pop,1,1,3
hip hop,1,1,0
soul,2,3,3
hip hop,1,1,0
rock,2,0,1
r&b,2,3,2
pop,1,1,0
hip hop,1,1,0
pop,2,3,2
hip hop,2,3,2
pop,1,1,3
rock,2,0,1
rock,2,0,1
pop,1,3,3
rock,2,0,1
hip hop,1,1,0
hip hop,1,1,0
country,0,0,1
rock,2,0,2
pop,2,0,2
rock,0,2,4
rock,0,0,1
pop,0,2,1
pop,1,3,3
rock,2,0,1
soul,1,1,0
hip hop,1,1,0
hip hop,1,1,0
hip hop,1,1,0
rock,2,3,2
pop,2,0,1
pop,2,0,2
hip hop,1,1,0
hip hop,0,2,4
rock,2,3,3
r&b,2,3,3
pop,2,0,1
hip hop,1,3,3
hip hop,1,1,0
rock,0,0,1
rock,2,0,1
pop,2,3,3
pop,2,0,1
hip hop,1,1,3
rock,0,0,1
pop,2,0,1
N/A,1,1,3
hip hop,1,1,0
rock,2,0,1
hip hop,2,3,2
hip hop,1,1,0
soul,2,3,2
pop,1,1,0
funk,1,1,0
r&b,1,1,0
pop,1,1,0
hip hop,1,1,3
pop,1,3,3
r&b,1,1,0
rock,2,0,2
r&b,1,3,3
hip hop,2,3,3
rock,2,3,2
pop,2,3,2
hip hop,1,1,0
reggae,2,3,2
N/A,1,3,3
country,2,3,2
rock,0,2,4
country,0,0,1
hip hop,1,1,3
pop,1,1,3
hip hop,1,3,3
rock,1,3,3
rock,0,2,1
pop,1,1,0
N/A,1,1,0
r&b,1,1,0
N/A,0,0,1
hip hop,1,1,0
hip hop,2,3,3
hip hop,1,1,0
pop,2,3,2
hip hop,1,1,0
r&b,2,0,1
pop,2,0,2
hip hop,1,1,0
N/A,2,3,3
hip hop,2,3,3
hip hop,2,3,3
N/A,0,0,1
pop,0,0,1
r&b,2,3,3
N/A,2,3,3
pop,2,3,3
pop,2,0,2
hip hop,1,3,3
country,0,0,1
rock,2,0,2
N/A,1,3,3
pop,2,0,1
pop,1,3,3
pop,1,3,3
pop,1,3,3
pop,2,0,2
hip hop,1,3,3
pop,1,3,3
hip hop,1,1,0
rock,0,0,1
hip hop,2,3,3
pop,1,1,0
hip hop,1,1,3
hip hop,1,1,3
pop,1,1,0
N/A,1,3,3
rock,2,0,2
rock,0,0,1
pop,1,1,0
hip hop,1,1,0
hip hop,1,1,3
N/A,2,3,2
rock,1,1,3
hip hop,2,0,2
rock,2,3,2
N/A,1,3,3
rock,1,1,0
hip hop,1,1,3
rock,1,3,3
rock,2,0,1
rock,0,2,4
pop,2,3,2
hip hop,1,1,3
N/A,2,3,2
N/A,1,1,0
hip hop,1,1,0
pop,1,1,0
hip hop,1,1,3
rock,0,0,1
N/A,0,0,1
r&b,2,0,2
N/A,1,1,0
rock,0,0,1
hip hop,2,0,2
rock,2,0,1
hip hop,1,1,0
hip hop,1,1,0
rock,0,0,1
hip hop,1,1,0
pop,2,3,2
hip hop,1,1,0
pop,2,3,2
N/A,1,1,0
rock,0,2,4
pop,2,0,1
pop,1,1,3
pop,2,0,2
r&b,1,1,0
hip hop,0,0,1
pop,0,0,1
pop,1,3,3
N/A,0,2,1
pop,2,0,2
pop,2,3,3
r&b,1,3,3
hip hop,1,1,3
soul,2,0,1
hip hop,1,1,0
soul,0,0,1
pop,0,0,1
rock,1,1,3
pop,1,1,0
hip hop,1,3,3
pop,0,2,1
r&b,2,0,2
pop,2,3,2
hip hop,1,3,3
N/A,1,1,3
rock,0,0,1
hip hop,1,1,0
N/A,1,1,0
pop,0,0,1
pop,2,3,2
rock,2,3,3
hip hop,1,1,0
r&b,1,1,0
rock,0,0,1
hip hop,1,1,3
pop,1,3,3
rock,0,0,1
rock,0,0,1
funk,1,1,0
N/A,1,1,3
hip hop,1,1,3
soul,2,0,2
soul,0,0,1
N/A,1,1,0
hip hop,0,0,1
N/A,2,0,1
pop,2,3,2
r&b,1,3,3
r&b,1,3,3
r&b,2,3,2
r&b,1,1,0
pop,0,0,1
pop,0,0,1
pop,0,0,1
hip hop,1,3,3
pop,1,3,3
pop,1,1,3
pop,2,3,2
r&b,1,1,0
pop,2,0,2
pop,0,0,1
pop,1,3,3
N/A,2,3,3
N/A,2,3,2
rock,0,0,1
pop,2,3,3
pop,2,0,2
pop,1,3,3
N/A,1,3,3
pop,2,3,2
pop,2,0,2
pop,2,0,2
rock,0,0,1
hip hop,2,3,3
pop,2,0,2
pop,2,3,2
pop,1,1,0
N/A,1,3,3
N/A,1,1,3
hip hop,1,1,0
pop,2,0,2
pop,1,3,3
hip hop,1,3,3
rock,0,0,1
hip hop,1,1,0
N/A,1,3,3
soul,2,0,2
pop,0,0,1
pop,1,1,0
funk,2,0,2
hip hop,1,1,3
rock,2,0,1
soul,2,0,2
hip hop,1,1,3
rock,0,2,4
hip hop,1,1,0
pop,2,3,2
rock,0,0,1
hip hop,1,3,3
N/A,2,0,1
pop,2,3,2
pop,2,3,2
N/A,1,1,3
r&b,2,3,2
hip hop,2,3,2
hip hop,1,1,0
pop,0,0,1
hip hop,1,1,0
rock,0,0,1
hip hop,1,3,3
hip hop,1,3,3
pop,1,1,3
pop,2,0,1
hip hop,2,0,2
hip hop,1,3,3
pop,2,3,2
hip hop,2,3,3
pop,2,0,2
N/A,1,3,3
pop,1,3,3
pop,2,0,2
soul,1,3,3
pop,2,3,3
hip hop,1,1,0
rock,2,0,2
pop,2,0,2
rock,2,3,2
N/A,1,1,0
r&b,2,0,1
r&b,2,0,2
r&b,1,1,0
pop,2,0,2
country,2,0,1
N/A,0,0,1
rock,0,2,1
hip hop,2,3,3
rock,2,0,1
rock,2,0,2
r&b,1,3,3
hip hop,1,1,0
hip hop,2,3,3
pop,1,3,3
hip hop,2,3,3
hip hop,1,3,3
pop,2,0,2
hip hop,1,3,3
pop,2,0,2
r&b,1,3,3
hip hop,2,3,2
rock,2,3,2
pop,2,0,2
pop,1,1,0
rock,0,0,1
rock,0,2,4
r&b,1,1,0
soul,1,1,0
hip hop,1,3,3
pop,1,1,0
hip hop,2,0,2
hip hop,2,3,2
pop,0,0,1
hip hop,1,1,0
pop,0,2,4
r&b,2,3,2
pop,2,3,2
rock,0,2,1
pop,2,0,2
hip hop,2,0,1
pop,2,3,2
rock,2,3,2
hip hop,1,3,3
hip hop,2,3,2
hip hop,2,3,2
pop,1,3,3
pop,2,3,2
pop,0,0,1
hip hop,2,3,2
N/A,2,0,2
pop,1,3,3
hip hop,1,3,3
pop,1,1,3
pop,2,3,2
pop,2,0,2
hip hop,2,0,2
N/A,2,3,2
hip hop,2,3,3
N/A,1,3,3
r&b,0,0,1
r&b,1,3,3
pop,2,0,2
rock,2,3,2
N/A,2,3,2
pop,0,0,1
hip hop,1,3,3
pop,0,0,1
pop,2,3,3
pop,2,3,3
pop,1,1,0
pop,2,3,2
rock,2,0,1
rock,0,2,1
soul,1,1,0
rock,2,0,2
pop,2,0,1
N/A,1,1,0
r&b,2,0,2
hip hop,1,1,0
pop,2,0,2
pop,2,3,2
rock,2,3,2
hip hop,1,1,3
pop,2,3,2
hip hop,1,3,3
pop,1,3,3
country,2,0,2
pop,0,0,1
pop,1,3,3
N/A,0,0,1
hip hop,2,0,1
hip hop,2,3,3
country,2,0,2
r&b,1,1,3
hip hop,2,3,3
country,0,0,1
rock,2,3,2
pop,1,1,3
pop,2,0,2
N/A,1,1,0
pop,2,3,2
country,0,2,1
pop,2,0,1
hip hop,1,1,0
country,0,0,1
country,2,0,1
pop,2,0,1
pop,2,0,2
rock,1,3,3
hip hop,1,1,3
funk,2,0,1
rock,0,2,1
pop,2,3,2
country,0,0,1
pop,2,0,1
pop,2,0,2
r&b,1,1,3
pop,1,1,0
N/A,1,1,0
pop,1,3,3
pop,2,0,2
pop,2,3,2
hip hop,1,1,0
pop,2,3,3
hip hop,1,1,0
pop,2,3,2
pop,2,3,3
N/A,1,3,3
pop,2,0,2
pop,0,0,1
pop,2,3,3
hip hop,2,3,3
soul,1,1,0
r&b,2,3,3
hip hop,2,3,2
hip hop,1,1,0
hip hop,2,3,3
pop,0,0,1
rock,2,0,2
pop,2,0,2
hip hop,1,3,3
rock,2,0,1
pop,1,3,3
hip hop,0,0,1
pop,2,0,2
pop,2,3,3
hip hop,2,3,3
hip hop,1,1,0
N/A,2,3,3
hip hop,1,1,0
adult standards,2,0,2
hip hop,1,1,3
hip hop,2,3,2
pop,0,0,1
pop,1,3,3
hip hop,2,3,2
pop,2,0,2
pop,2,0,2
pop,2,0,2
pop,2,3,3
hip hop,1,1,0
N/A,1,3,3
rock,0,0,1
pop,1,1,0
hip hop,1,1,3
rock,2,3,2
pop,2,0,1
hip hop,1,1,3
pop,2,0,2
hip hop,2,3,2
pop,2,3,2
hip hop,1,3,3
rock,2,0,1
pop,2,0,2
rock,2,3,2
pop,0,0,1
r&b,1,3,3
pop,2,3,3
pop,2,3,2
N/A,1,1,0
pop,2,0,2
pop,2,0,1
N/A,1,1,0
N/A,0,0,1
hip hop,2,3,2
pop,2,0,1
hip hop,2,3,2
rock,2,0,2
pop,0,0,1
soul,2,0,2
N/A,1,1,0
hip hop,1,1,0
country,2,3,3
r&b,1,3,3
r&b,2,3,2
pop,2,0,1
hip hop,1,3,3
r&b,2,0,2
rock,0,2,4
country,2,0,2
pop,2,3,2
N/A,1,1,3
country,0,0,1
country,2,0,2
pop,0,0,1
country,0,2,4
pop,2,0,2
rock,2,0,2
rock,0,0,1
hip hop,1,1,0
soul,2,0,2
country,2,0,1
soul,2,3,3
N/A,2,3,3
pop,2,0,2
N/A,2,0,2
N/A,1,3,3
pop,2,3,2
hip hop,2,3,3
pop,1,1,3
pop,2,3,2
hip hop,1,3,3
hip hop,1,1,3
pop,2,3,3
rock,2,0,2
pop,2,0,2
pop,0,0,1
pop,2,3,2
N/A,2,0,2
pop,1,3,3
N/A,2,0,1
N/A,1,3,3
hip hop,1,1,0
hip hop,1,1,0
hip hop,2,3,2
soul,2,0,1
rock,2,0,2
pop,2,0,2
pop,2,0,2
hip hop,1,1,3
pop,2,3,2
pop,2,3,2
hip hop,1,3,3
rock,2,3,2
pop,2,3,2
N/A,1,1,0
country,2,0,2
N/A,1,3,3
hip hop,1,3,3
pop,1,1,0
hip hop,1,1,0
pop,2,0,2
hip hop,1,1,0
country,2,0,1
country,2,3,2
pop,2,0,2
hip hop,1,1,0
pop,2,0,1
hip hop,1,1,0
pop,2,3,2
r&b,2,3,2
pop,1,3,3
funk,1,1,0
hip hop,2,3,3
hip hop,2,0,1
pop,2,0,2
pop,2,0,1
hip hop,1,3,3
hip hop,0,0,1
hip hop,0,0,1
N/A,2,3,3
pop,2,0,1
r&b,2,0,2
pop,2,3,2
N/A,2,3,2
pop,1,1,0
r&b,2,3,3
rock,2,0,2
country,2,0,1
country,0,0,1
r&b,0,0,1
r&b,1,3,3
pop,2,0,2
N/A,2,3,3
pop,0,2,4
pop,2,0,2
pop,2,0,2
country,0,2,1
pop,2,3,2
pop,2,3,2
country,0,0,1
N/A,2,0,1
country,2,3,3
country,2,0,1
pop,2,0,2
hip hop,1,3,3
hip hop,2,3,3
r&b,2,3,2
pop,2,3,2
N/A,1,1,3
r&b,1,3,3
country,2,0,2
pop,2,0,1
r&b,1,3,3
hip hop,2,3,3
country,0,0,1
N/A,1,1,0
country,2,0,1
rock,2,0,1
country,0,2,4
country,2,0,2
hip hop,1,1,0
pop,2,0,2
pop,2,0,2
r&b,2,0,1
N/A,1,3,3
pop,0,0,1
pop,2,0,1
pop,2,0,2
pop,0,0,1
pop,2,0,2
pop,2,3,2
hip hop,2,3,2
soul,2,0,1
hip hop,0,0,1
rock,2,3,3
pop,2,0,1
hip hop,2,3,3
hip hop,2,3,3
pop,2,3,2
pop,2,0,2
hip hop,1,3,3
pop,2,0,2
rock,0,0,1
N/A,2,3,2
pop,0,2,4
pop,0,0,1
pop,2,0,1
N/A,1,3,3
pop,2,0,2
N/A,2,3,3
rock,0,0,1
pop,2,0,2
funk,1,3,3
pop,2,0,2
hip hop,1,3,3
pop,2,3,2
pop,2,3,2
N/A,1,3,3
pop,2,3,2
pop,2,0,2
N/A,1,3,3
pop,2,0,1
pop,0,2,4
soul,2,0,1
r&b,2,0,2
hip hop,2,3,2
hip hop,2,0,2
hip hop,0,0,1
r&b,1,3,3
rock,0,2,4
r&b,0,2,4
pop,2,3,3
country,0,0,1
country,2,0,1
hip hop,1,1,0
pop,1,3,3
r&b,2,0,1
pop,2,3,2
country,2,0,2
pop,2,3,2
rock,2,0,2
N/A,1,3,3
hip hop,2,0,2
hip hop,1,1,3
soul,2,0,2
r&b,2,3,2
country,2,0,2
country,0,2,1
pop,0,2,1
pop,0,2,4
country,0,2,1
soul,2,3,3
r&b,2,0,1
hip hop,1,3,3
pop,2,0,2
pop,0,0,1
country,0,0,1
pop,2,0,1
r&b,2,3,3
N/A,1,1,3
hip hop,1,3,3
pop,2,0,2
country,2,0,2
pop,2,0,2
r&b,1,3,3
pop,2,0,2
pop,1,1,0
pop,0,2,4
country,2,0,1
pop,2,3,2
hip hop,0,0,1
rock,2,0,1
hip hop,1,1,0
country,2,0,1
pop,2,0,1
country,0,0,1
country,2,0,1
r&b,2,0,2
country,0,2,1
country,0,0,1
rock,0,0,1
hip hop,1,1,0
r&b,1,1,0
rock,0,2,1
hip hop,0,2,4
N/A,1,1,0
pop,1,1,0
N/A,2,0,2
pop,0,0,1
country,1,3,3
pop,2,3,2
pop,0,0,1
pop,0,2,1
hip hop,0,2,1
N/A,0,2,1
pop,2,0,2
pop,2,0,2
pop,1,3,3
pop,2,0,1
pop,0,2,4
hip hop,1,1,3
N/A,0,0,1
pop,1,1,3
pop,1,3,3
pop,2,0,1
rock,0,2,4
pop,0,0,1
pop,2,0,1
pop,0,0,1
rock,0,0,1
pop,2,0,1
hip hop,1,1,3
hip hop,2,3,2
pop,2,3,2
hip hop,0,0,1
pop,2,0,2
pop,2,3,2
pop,2,3,2
pop,2,3,2
hip hop,1,1,3
rock,2,3,2
hip hop,1,1,0
r&b,2,0,2
hip hop,1,3,3
pop,0,0,1
dance,0,0,1
rock,0,2,4
rock,2,0,1
r&b,1,1,3
soul,2,0,1
pop,2,0,2
pop,2,0,2
rock,0,2,4
N/A,2,0,1
country,2,0,1
hip hop,0,2,4
pop,0,0,1
pop,2,0,2
rock,2,3,3
hip hop,1,1,3
country,2,3,3
rock,2,0,2
rock,2,0,1
rock,2,3,3
hip hop,1,3,3
rock,2,0,1
pop,2,3,2
hip hop,1,1,0
pop,2,0,2
country,2,0,1
pop,2,3,2
pop,2,3,2
country,2,3,2
N/A,2,0,2
pop,2,3,2
pop,2,0,1
rock,2,0,1
country,2,3,2
country,2,0,2
hip hop,1,1,0
country,2,0,2
r&b,0,0,1
pop,2,3,2
pop,2,0,2
r&b,2,0,2
hip hop,2,3,2
pop,2,0,2
hip hop,1,3,3
soul,0,0,1
country,2,0,1
country,0,0,1
hip hop,1,3,3
country,0,0,1
country,2,0,2
country,0,0,1
N/A,2,0,2
pop,2,0,2
pop,2,0,2
country,2,0,2
hip hop,1,3,3
pop,2,0,1
hip hop,2,3,2
hip hop,0,0,1
soul,2,0,2
N/A,0,2,4
rock,2,3,3
hip hop,2,0,2
reggae,2,0,2
pop,2,3,2
pop,2,3,3
pop,0,2,4
pop,2,3,2
rock,2,0,2
pop,1,3,3
hip hop,2,3,2
hip hop,0,2,4
N/A,1,1,3
N/A,0,2,4
pop,2,0,2
pop,2,0,2
pop,2,0,2
N/A,0,0,1
pop,0,2,4
rock,2,0,1
pop,2,0,2
pop,2,0,2
hip hop,2,3,3
hip hop,1,3,3
pop,0,0,1
pop,2,3,2
hip hop,1,1,3
rock,2,0,2
pop,2,0,2
pop,0,2,4
pop,2,0,2
N/A,1,3,3
pop,1,1,3
pop,2,0,1
pop,2,0,2
pop,2,3,2
pop,2,3,2
N/A,2,3,2
hip hop,1,1,0
hip hop,1,1,3
pop,2,0,1
pop,2,3,2
pop,2,3,2
pop,1,3,3
r&b,2,3,3
country,2,3,2
hip hop,2,3,2
pop,0,2,4
pop,1,3,3
pop,2,3,3
hip hop,0,2,4
N/A,0,0,1
pop,1,3,3
rock,0,2,1
hip hop,1,1,3
rock,0,0,1
pop,0,2,4
pop,2,0,2
pop,2,3,2
country,2,3,2
country,2,3,2
hip hop,2,3,3
country,2,3,2
rock,2,3,2
country,2,0,2
pop,2,3,2
rock,2,0,2
pop,0,2,4
hip hop,1,1,0
country,2,0,1
pop,2,0,2
rock,2,0,1
country,2,0,2
hip hop,1,3,3
pop,2,0,2
country,2,0,2
pop,2,0,2
country,2,0,1
r&b,2,3,3
r&b,1,1,0
N/A,1,3,3
pop,2,0,1
pop,2,3,2
hip hop,1,1,0
rock,2,0,1
N/A,1,1,0
hip hop,1,1,3
country,0,0,1
hip hop,1,1,3
pop,2,0,1
pop,2,0,1
r&b,1,1,3
r&b,2,3,3
hip hop,1,1,0
country,0,2,4
country,2,0,1
pop,0,2,4
soul,1,3,3
pop,2,0,1
N/A,2,3,2
hip hop,1,3,3
pop,2,3,2
rock,2,0,1
pop,2,3,3
hip hop,2,0,2
r&b,0,0,1
r&b,2,3,2
pop,2,0,1
r&b,2,3,2
pop,2,0,2
pop,2,0,2
N/A,2,3,3
hip hop,0,2,4
pop,2,3,2
pop,1,3,3
dance,2,0,1
pop,2,0,2
hip hop,2,3,3
pop,2,3,3
pop,1,3,3
r&b,1,1,0
pop,2,0,2
pop,0,0,1
pop,2,3,2
pop,2,3,2
pop,2,0,2
hip hop,2,0,2
N/A,2,3,2
hip hop,2,3,2
pop,2,3,2
pop,0,0,1
soul,2,0,2
pop,2,0,2
pop,2,3,2
pop,2,0,2
N/A,1,3,3
reggae,1,3,3
N/A,2,0,2
N/A,0,0,1
rock,2,0,1
hip hop,2,3,2
country,2,3,2
pop,2,3,2
hip hop,1,1,0
pop,2,0,2
hip hop,2,3,3
hip hop,2,0,2
N/A,1,1,0
pop,2,0,2
pop,2,0,1
rock,0,2,4
r&b,1,3,3
pop,2,3,2
pop,2,0,2
pop,0,2,4
N/A,2,0,1
rock,2,0,1
r&b,2,3,3
pop,2,0,2
country,0,2,4
pop,0,0,1
pop,2,0,1
N/A,1,3,3
pop,2,0,2
pop,0,0,1
hip hop,1,3,3
hip hop,2,3,2
pop,2,0,2
N/A,2,3,3
rock,2,0,2
pop,2,0,2
pop,2,0,2
country,2,0,2
pop,2,0,2
N/A,0,2,1
hip hop,2,0,2
hip hop,1,3,3
pop,0,2,1
N/A,1,3,3
N/A,2,3,2
hip hop,1,1,0
country,2,0,2
r&b,1,1,3
country,2,0,1
hip hop,1,1,0
pop,0,0,1
pop,2,0,2
pop,2,0,2
pop,1,3,3
pop,2,0,2
r&b,2,3,2
hip hop,0,2,4
reggae,2,0,2
hip hop,2,3,3
pop,2,0,2
hip hop,2,3,3
N/A,2,0,2
pop,2,3,2
pop,2,0,2
pop,2,0,2
N/A,2,3,3
rock,2,3,2
hip hop,1,3,3
soul,2,0,2
pop,2,0,2
pop,2,3,2
pop,2,0,1
pop,2,3,3
pop,2,3,2
pop,0,0,1
hip hop,2,0,2
pop,2,0,2
N/A,2,3,2
pop,0,0,1
pop,2,3,3
N/A,1,1,0
rock,2,0,2
rock,2,0,1
pop,2,0,1
pop,2,0,2
hip hop,2,0,2
N/A,0,0,1
soul,2,0,2
pop,2,0,1
pop,0,0,1
N/A,0,0,1
N/A,1,1,0
pop,2,3,2
r&b,2,3,2
N/A,2,3,2
hip hop,1,3,3
r&b,2,0,2
pop,2,3,2
hip hop,2,3,2
pop,2,3,3
r&b,2,3,2
pop,2,0,2
hip hop,2,3,2
country,2,0,2
pop,0,2,1
rock,0,0,1
pop,1,3,3
pop,2,3,2
N/A,2,0,2
hip hop,2,3,3
country,0,0,1
pop,2,3,2
pop,2,3,2
pop,2,3,3
r&b,2,3,2
hip hop,2,3,3
hip hop,2,0,2
pop,2,0,1
hip hop,1,1,0
N/A,1,3,3
hip hop,2,3,2
pop,2,0,2
r&b,2,0,2
pop,2,0,2
rock,2,0,2
country,0,0,1
hip hop,2,3,3
pop,2,3,2
rock,0,2,4
rock,1,3,3
hip hop,1,1,0
hip hop,2,3,2
r&b,2,3,2
r&b,2,3,2
pop,2,0,2
hip hop,1,3,3
hip hop,2,3,3
r&b,2,0,2
pop,2,3,3
pop,2,3,3
pop,2,0,2
N/A,0,2,4
pop,2,3,2
hip hop,2,0,2
soul,2,0,2
pop,2,0,1
hip hop,0,2,4
pop,1,1,0
hip hop,1,1,0
hip hop,2,0,2
r&b,2,3,3
r&b,1,3,3
hip hop,1,1,3
hip hop,1,3,3
hip hop,2,3,2
pop,0,0,1
pop,0,0,1
country,0,0,1
hip hop,2,0,2
hip hop,1,1,3
N/A,2,3,2
pop,2,3,2
pop,1,3,3
pop,2,3,2
pop,2,3,3
hip hop,1,3,3
pop,2,0,1
hip hop,1,1,0
pop,2,0,1
country,0,0,1
rock,2,0,2
hip hop,2,3,3
pop,2,0,2
N/A,1,1,0
hip hop,2,3,2
hip hop,2,3,2
hip hop,2,3,2
pop,2,3,2
r&b,0,0,1
N/A,2,3,2
hip hop,1,3,3
N/A,1,3,3
r&b,2,0,1
pop,2,3,3
pop,2,0,1
hip hop,1,1,3
hip hop,0,0,1
hip hop,2,0,2
pop,2,0,2
hip hop,1,1,0
pop,2,0,2
r&b,2,3,2
hip hop,1,3,3
pop,0,0,1
pop,2,0,1
N/A,2,3,3
hip hop,1,1,3
pop,1,1,3
hip hop,2,3,2
pop,1,3,3
pop,2,3,3
pop,2,0,1
hip hop,1,3,3
pop,2,3,2
pop,2,3,3
N/A,1,3,3
rock,2,0,1
N/A,2,0,2
pop,2,3,2
hip hop,1,1,0
pop,2,3,2
reggae,2,3,2
rock,0,0,1
hip hop,1,3,3
hip hop,1,1,0
pop,2,0,1
hip hop,1,3,3
hip hop,2,3,2
country,0,0,1
rock,2,0,1
pop,2,3,2
hip hop,2,3,3
hip hop,1,1,3
hip hop,1,1,0
N/A,2,0,2
hip hop,2,3,2
hip hop,0,2,1
hip hop,2,0,1
pop,0,0,1
hip hop,2,3,3
N/A,1,3,3
hip hop,1,3,3
pop,2,3,3
country,2,3,2
