Year,Chart,Artist,Song,Genre Combined,Genre 1,Genre 2,Genre 3,Word count,Unique Word Count,Cluster k3,Cluster k4,Cluster k5
1982,11,Soft Cell,Tainted Love,new romantic new wave new wave pop,new romantic, new wave, new wave pop,251,89,0,2,1
1982,12,Vangelis,Chariots of Fire,cyberpunk new age synthesizer,cyberpunk, new age, synthesizer,1,1,0,2,4
1982,13,Quarterflash,Harden My Heart,album rock mellow gold new wave pop,album rock, mellow gold, new wave pop,258,70,0,2,1
1982,14,Toto,Rosanna,album rock classic rock mellow gold,album rock, classic rock, mellow gold,225,79,0,2,4
1982,15,Hall & Oates,I Can't Go for That (No Can Do),album rock classic rock mellow gold,album rock, classic rock, mellow gold,696,58,1,3,3
1982,16,Tommy Tutone,867 5309/Jenny,album rock mellow gold new wave pop,album rock, mellow gold, new wave pop,237,68,0,2,4
1982,17,Bertie Higgins,Key Largo,soft rock,soft rock,,,242,96,0,2,1
1982,18,Melissa Manchester,You Should Hear How She Talks About You,adult standards bubblegum pop mellow gold,adult standards, bubblegum pop, mellow gold,500,102,2,3,2
1982,19,Foreigner,Waiting for a Girl Like You,album rock classic rock hard rock,album rock, classic rock, hard rock,306,108,0,0,1
1982,20,Rick Springfield,Don't Talk to Strangers,album rock australian rock classic rock,album rock, australian rock, classic rock,379,133,2,0,1
1982,21,Juice Newton,The Sweetest Thing (I've Ever Known),classic country pop country country dawn,classic country pop, country, country dawn,163,79,0,2,4
1982,22,Willie Nelson,Always on My Mind,classic country pop country country rock,classic country pop, country, country rock,171,73,0,2,4
1982,23,The Cars,Shake It Up,album rock art rock classic rock,album rock, art rock, classic rock,336,81,0,0,1
1982,24,Dazz Band,Let It Whip,disco electro funk,disco, electro, funk,537,96,2,3,2
1982,25,The Go Go's,We Got the Beat,album rock candy pop girl group,album rock, candy pop, girl group,201,73,0,2,4
1982,26,Ray Parker Jr.,The Other Woman,,,,,408,133,2,0,2
1982,27,George Benson,Turn Your Love Around,adult standards disco jazz funk,adult standards, disco, jazz funk,351,99,2,0,1
1982,28,Air Supply,Sweet Dreams,mellow gold soft rock,mellow gold, soft rock,,353,109,2,0,1
1982,29,The Motels,Only the Lonely,album rock mellow gold new romantic,album rock, mellow gold, new romantic,143,64,0,2,4
1982,30,Men at Work,Who Can It Be Now?,album rock australian rock classic rock,album rock, australian rock, classic rock,283,101,0,0,1
1982,31,Fleetwood Mac,Hold Me,album rock classic rock rock,album rock, classic rock, rock,228,73,0,2,4
1982,32,The Alan Parsons Project,Eye in the Sky,album rock art rock classic rock,album rock, art rock, classic rock,347,100,2,0,1
1982,33,"Earth, Wind & Fire",Let's Groove,disco funk jazz funk,disco, funk, jazz funk,614,114,2,3,3
1982,34,Journey,Open Arms,album rock classic rock hard rock,album rock, classic rock, hard rock,159,81,0,2,4
1982,35,Dan Fogelberg,Leader of the Band,adult standards classic rock country rock,adult standards, classic rock, country rock,308,140,0,0,1
1982,36,Stevie Nicks and Don Henley,Leather and Lace,album rock art rock classic rock,album rock, art rock, classic rock,306,107,0,0,1
1982,37,Air Supply,Even the Nights Are Better,mellow gold soft rock,mellow gold, soft rock,,316,94,0,0,1
1982,38,Charlene,I've Never Been to Me,,,,,405,163,2,0,2
1982,39,Paul Davis,65 Love Affair,album rock bubblegum pop country rock,album rock, bubblegum pop, country rock,343,100,0,0,1
1982,40,Asia,Heat of the Moment,album rock art rock classic rock,album rock, art rock, classic rock,240,98,0,2,4
1982,41,Little River Band,Take It Easy on Me,album rock art rock australian rock,album rock, art rock, australian rock,305,97,0,0,1
1982,42,Buckner & Garcia,Pac Man Fever,novelty,novelty,,,365,105,2,0,1
