Year,Chart,Artist,Song,Genre Combined,Genre 1,Genre 2,Genre 3,Word count,Unique Word Count,Cluster k3,Cluster k4,Cluster k5
1973,63,Al Green,Here I Am (Come and Take Me),classic soul funk memphis soul,classic soul, funk, memphis soul,342,111,0,0,1
1973,64,B.W. Stevenson,My Maria,,,,,174,81,0,2,4
1973,65,Curtis Mayfield,Superfly,chicago soul classic soul funk,chicago soul, classic soul, funk,356,130,2,0,1
1973,66,Edward Bear,Last Song,bubblegum pop classic canadian rock,bubblegum pop, classic canadian rock,,320,82,0,0,1
1973,67,Gilbert O'Sullivan,Get Down,adult standards bubblegum pop classic rock,adult standards, bubblegum pop, classic rock,275,67,0,2,1
1973,68,Steely Dan,Reelin' in the Years,album rock art rock classic rock,album rock, art rock, classic rock,335,109,0,0,1
1973,69,Focus,Hocus Pocus,,,,,138,52,0,2,4
1973,70,The Carpenters,Yesterday Once More,adult standards mellow gold soft rock,adult standards, mellow gold, soft rock,283,110,0,0,1
1973,71,Bette Midler,Boogie Woogie Bugle Boy,adult standards mellow gold new wave pop,adult standards, mellow gold, new wave pop,388,128,2,0,2
1973,72,Gilbert O'Sullivan,Clair,adult standards bubblegum pop classic rock,adult standards, bubblegum pop, classic rock,250,124,0,2,1
1973,73,Steely Dan,Do It Again,album rock art rock classic rock,album rock, art rock, classic rock,245,108,0,2,1
1973,74,Paul Simon,Kodachrome,classic rock folk folk rock,classic rock, folk, folk rock,238,94,0,2,4
1973,75,Timmy Thomas,Why Can't We Live Together,classic soul,classic soul,,,151,41,0,2,4
1973,76,Bette Midler,Do You Wanna Dance?,adult standards mellow gold new wave pop,adult standards, mellow gold, new wave pop,180,37,0,2,4
1973,77,Tower of Power,So Very Hard to Go,funk jazz funk jazz fusion,funk, jazz funk, jazz fusion,289,97,0,0,1
1973,78,Johnny Rivers,Rockin' Pneumonia and the Boogie Woogie Flu,bubblegum pop folk rock,bubblegum pop, folk rock,,216,62,0,2,4
1973,79,The Allman Brothers Band,Ramblin' Man,album rock blues rock classic rock,album rock, blues rock, classic rock,242,78,0,2,4
1973,80,The Temptations,Masterpiece,classic soul funk memphis soul,classic soul, funk, memphis soul,192,122,0,2,4
1973,81,Helen Reddy,Peaceful,adult standards bubblegum pop folk rock,adult standards, bubblegum pop, folk rock,174,93,0,2,4
1973,82,The Spinners,One of a Kind (Love Affair),classic soul disco funk,classic soul, disco, funk,348,122,2,0,1
1973,83,Donna Fargo,Funny Face,classic country pop,classic country pop,,,206,61,0,2,4
1973,84,Ohio Players,Funky Worm,classic soul disco funk,classic soul, disco, funk,331,142,0,0,1
1973,85,The Rolling Stones,Angie,british invasion classic rock rock,british invasion, classic rock, rock,206,86,0,2,4
1973,86,Blue Ridge Rangers,Jambalaya (On the Bayou),instrumental bluegrass,instrumental bluegrass,,,136,75,0,2,4
1973,87,Lobo,Don't Expect Me to Be Your Friend,adult standards bubblegum pop classic uk pop,adult standards, bubblegum pop, classic uk pop,265,109,0,2,1
1973,88,The Stylistics,Break Up to Make Up,adult standards classic soul disco,adult standards, classic soul, disco,249,73,0,2,1
1973,89,Jud Strunk,Daisy a Day,,,,,291,120,0,0,1
1973,90,Deodato,Also Sprach Zarathustra (2001),bossa nova jazz brazilian jazz jazz funk,bossa nova jazz, brazilian jazz, jazz funk,43,39,0,2,4
1973,91,Johnny Nash,Stir It Up,bubblegum pop,bubblegum pop,,,218,70,0,2,4
1973,92,Pink Floyd,Money,album rock art rock classic rock,album rock, art rock, classic rock,280,149,0,0,1
1973,93,War,Gypsy Man,,,,,112,44,0,2,4
1973,94,War,The World Is a Ghetto,,,,,116,75,0,2,4
1973,95,The Pointer Sisters,Yes We Can Can,dance pop disco girl group,dance pop, disco, girl group,244,85,0,2,1
1973,96,The Edgar Winter Group,Free Ride,album rock blues rock classic rock,album rock, blues rock, classic rock,205,65,0,2,4
1973,97,David Bowie,Space Oddity,art rock classic rock glam rock,art rock, classic rock, glam rock,239,120,0,2,1
1973,98,Albert Hammond,It Never Rains in Southern California,bubblegum pop classic uk pop rock of gibraltar,bubblegum pop, classic uk pop, rock of gibraltar,204,85,0,2,4
1973,99,Donny Osmond,The Twelfth of Never,adult standards bubblegum pop classic uk pop,adult standards, bubblegum pop, classic uk pop,133,61,0,2,4
1973,100,The Temptations,Papa Was a Rollin' Stone,classic soul funk memphis soul,classic soul, funk, memphis soul,468,152,2,3,2
1974,1,Barbra Streisand,The Way We Were,adult standards hollywood mellow gold,adult standards, hollywood, mellow gold,146,72,0,2,4
1974,2,Terry Jacks,Seasons in the Sun,bubblegum pop classic uk pop,bubblegum pop, classic uk pop,,402,122,2,0,2
1974,3,Love Unlimited Orchestra,Love's Theme,disco,disco,,,1,1,0,2,4
1974,4,Redbone,Come and Get Your Love,native american native american contemporary,native american, native american contemporary,,561,61,2,3,2
1974,5,The Jackson 5,Dancing Machine,adult standards motown,adult standards, motown,,480,90,2,3,2
1974,6,Grand Funk Railroad,The Loco Motion,album rock art rock blues rock,album rock, art rock, blues rock,316,95,0,0,1
1974,7,MFSB,TSOP (The Sound of Philadelphia),classic soul disco funk,classic soul, disco, funk,49,13,0,2,4
1974,8,Ray Stevens,The Streak,bubblegum pop comic novelty,bubblegum pop, comic, novelty,654,201,1,3,3
1974,9,Elton John,Bennie and the Jets,glam rock mellow gold piano rock,glam rock, mellow gold, piano rock,338,100,0,0,1
1974,10,Mac Davis,One Hell of a Woman,bubblegum pop country rock soft rock,bubblegum pop, country rock, soft rock,326,109,0,0,1
1974,11,Aretha Franklin,Until You Come Back to Me (That's What I'm Gonna Do),adult standards classic soul jazz blues,adult standards, classic soul, jazz blues,358,101,2,0,1
1974,12,Kool & the Gang,Jungle Boogie,disco funk quiet storm,disco, funk, quiet storm,321,45,0,0,1
1974,13,Maria Muldaur,Midnight at the Oasis,,,,,212,104,0,2,4
1974,14,The Stylistics,You Make Me Feel Brand New,adult standards classic soul disco,adult standards, classic soul, disco,214,97,0,2,4
1974,15,Al Wilson,Show and Tell,classic soul northern soul,classic soul, northern soul,,337,90,0,0,1
1974,16,Jim Stafford,Spiders and Snakes,bubblegum pop,bubblegum pop,,,300,113,0,0,1
1974,17,David Essex,Rock On,bubblegum pop classic uk pop glam rock,bubblegum pop, classic uk pop, glam rock,220,59,0,2,4
1974,18,John Denver,Sunshine on My Shoulders,adult standards classic country pop folk,adult standards, classic country pop, folk,184,49,0,2,4
1974,19,Blue Magic,Sideshow,classic soul disco funk,classic soul, disco, funk,305,99,0,0,1
1974,20,Blue Swede,Hooked on a Feeling,classic swedish pop,classic swedish pop,,,285,86,0,0,1
1974,21,Bo Donaldson and The Heywoods,Billy Don't Be a Hero,bubblegum pop,bubblegum pop,,,212,111,0,2,4
1974,22,Paul McCartney and Wings,Band on the Run,album rock art rock beatlesque,album rock, art rock, beatlesque,283,110,0,0,1
1974,23,Charlie Rich,The Most Beautiful Girl,arkansas country country country rock,arkansas country, country, country rock,219,69,0,2,4
1974,24,Jim Croce,Time in a Bottle,album rock classic rock country rock,album rock, classic rock, country rock,177,73,0,2,4
1974,25,John Denver,Annie's Song,adult standards classic country pop folk,adult standards, classic country pop, folk,149,43,0,2,4
1974,26,Olivia Newton John,Let Me Be There,adult standards australian dance disco,adult standards, australian dance, disco,260,69,0,2,1
1974,27,Gordon Lightfoot,Sundown,canadian country canadian singer-songwriter classic rock,canadian country, canadian singer-songwriter, classic rock,283,85,0,0,1
1974,28,Paul Anka,(You're) Having My Baby,adult standards canadian pop easy listening,adult standards, canadian pop, easy listening,294,70,0,0,1
1974,29,Andy Kim,Rock Me Gently,bubblegum pop,bubblegum pop,,,287,81,0,0,1
1974,30,Eddie Kendricks,Boogie Down,classic soul disco funk,classic soul, disco, funk,268,74,0,2,1
1974,31,Ringo Starr,You're Sixteen,album rock beatlesque bubblegum pop,album rock, beatlesque, bubblegum pop,206,66,0,2,4
1974,32,Olivia Newton John,If You Love Me (Let Me Know),adult standards australian dance disco,adult standards, australian dance, disco,255,96,0,2,1
1974,33,Cher,Dark Lady,dance pop hollywood new wave pop,dance pop, hollywood, new wave pop,362,152,2,0,1
1974,34,Gladys Knight & the Pips,Best Thing That Ever Happened to Me,classic soul disco funk,classic soul, disco, funk,254,78,0,2,1
1974,35,Roberta Flack,Feel Like Makin' Love,adult standards classic soul disco,adult standards, classic soul, disco,140,61,0,2,4
1974,36,The Main Ingredient,Just Don't Want to Be Lonely,classic soul disco funk,classic soul, disco, funk,321,78,0,0,1
1974,37,Billy Preston,Nothing from Nothing,classic soul funk psychedelic soul,classic soul, funk, psychedelic soul,169,57,0,2,4
1974,38,George McCrae,Rock Your Baby,disco,disco,,,149,48,0,2,4
1974,39,The Carpenters,Top of the World,adult standards mellow gold soft rock,adult standards, mellow gold, soft rock,291,104,0,0,1
1974,40,Steve Miller Band,The Joker,album rock blues rock classic rock,album rock, blues rock, classic rock,370,93,2,0,1
1974,41,Gladys Knight & the Pips,I've Got to Use My Imagination,classic soul disco funk,classic soul, disco, funk,417,91,2,0,2
1974,42,Three Dog Night,The Show Must Go On,album rock art rock blues rock,album rock, art rock, blues rock,264,89,0,2,1
1974,43,The Hues Corporation,Rock the Boat,disco,disco,,,391,88,2,0,2
1974,44,Brownsville Station,Smokin' in the Boys Room,blues rock classic rock country rock,blues rock, classic rock, country rock,363,131,2,0,1
1974,45,Stevie Wonder,Living for the City,adult standards funk motown,adult standards, funk, motown,763,249,1,1,3
1974,46,Paper Lace,The Night Chicago Died,bubblegum pop classic uk pop,bubblegum pop, classic uk pop,,361,117,2,0,1
1974,47,Dionne Warwick & The Spinners,Then Came You,adult standards brill building pop disco,adult standards, brill building pop, disco,375,96,2,0,1
1974,48,Marvin Hamlisch,The Entertainer,broadway classic soundtrack,broadway, classic soundtrack,,1,1,0,2,4
1974,49,ABBA,Waterloo,europop swedish pop,europop, swedish pop,,222,74,0,2,4
1974,50,The Hollies,The Air That I Breathe,album rock british invasion bubblegum pop,album rock, british invasion, bubblegum pop,222,64,0,2,4
1974,51,Steely Dan,Rikki Don't Lose That Number,album rock art rock classic rock,album rock, art rock, classic rock,267,88,0,2,1
1974,52,Carly Simon & James Taylor,Mockingbird,adult standards classic rock classic uk pop,adult standards, classic rock, classic uk pop,300,86,0,0,1
1974,53,Joni Mitchell,Help Me,canadian singer-songwriter folk folk rock,canadian singer-songwriter, folk, folk rock,204,93,0,2,4
1974,54,Anne Murray,You Won't See Me,adult standards canadian country canadian pop,adult standards, canadian country, canadian pop,232,85,0,2,4
1974,55,Barry White,"Never, Never Gonna Give You Up",disco funk quiet storm,disco, funk, quiet storm,485,107,2,3,2
1974,56,Rufus & Chaka Khan,Tell Me Something Good,funk,funk,,,266,63,0,2,1
1974,57,Helen Reddy,You and Me Against the World,adult standards bubblegum pop folk rock,adult standards, bubblegum pop, folk rock,206,80,0,2,4
1974,58,The Righteous Brothers,Rock and Roll Heaven,adult standards brill building pop bubblegum pop,adult standards, brill building pop, bubblegum pop,274,103,0,2,1
1974,59,Kool & the Gang,Hollywood Swinging,disco funk quiet storm,disco, funk, quiet storm,313,81,0,0,1
1974,60,William DeVaughn,Be Thankful for What You Got,classic soul disco funk,classic soul, disco, funk,217,46,0,2,4
1974,61,Johnny Bristol,Hang on in There Baby,classic soul disco quiet storm,classic soul, disco, quiet storm,368,134,2,0,1
1974,62,Mocedades,Eres tu,cancion melodica latin pop pop romantico,cancion melodica, latin pop, pop romantico,214,41,0,2,4
1974,63,Bachman Turner Overdrive,Takin' Care of Business,album rock art rock blues rock,album rock, art rock, blues rock,497,122,2,3,2
1974,64,Golden Earring,Radar Love,album rock blues rock classic rock,album rock, blues rock, classic rock,304,117,0,0,1
1974,65,Dave Loggins,Please Come to Boston,mellow gold soft rock yacht rock,mellow gold, soft rock, yacht rock,372,137,2,0,1
1974,66,Wet Willie,Keep on Smilin',blues rock classic rock country rock,blues rock, classic rock, country rock,249,97,0,2,1
1974,67,Bobby Womack,Lookin' for a Love,classic soul funk quiet storm,classic soul, funk, quiet storm,472,78,2,0,2
1974,68,The O'Jays,Put Your Hands Together,classic soul disco funk,classic soul, disco, funk,555,105,2,3,2
1974,69,Gladys Knight & the Pips,On and On,classic soul disco funk,classic soul, disco, funk,511,110,2,3,2
1974,70,Cat Stevens,Oh Very Young,british folk classic rock folk,british folk, classic rock, folk,202,78,0,2,4
1974,71,Helen Reddy,Leave Me Alone (Ruby Red Dress),adult standards bubblegum pop folk rock,adult standards, bubblegum pop, folk rock,328,92,0,0,1
1974,72,Elton John,Goodbye Yellow Brick Road,glam rock mellow gold piano rock,glam rock, mellow gold, piano rock,293,120,0,0,1
1974,73,Chicago,(I've Been) Searchin' So Long,adult standards album rock classic rock,adult standards, album rock, classic rock,206,100,0,2,4
1974,74,Ringo Starr,Oh My My,album rock beatlesque bubblegum pop,album rock, beatlesque, bubblegum pop,383,105,2,0,1
1974,75,The O'Jays,For the Love of Money,classic soul disco funk,classic soul, disco, funk,601,124,2,3,3
1974,76,Eric Clapton,I Shot the Sheriff,blues rock classic rock electric blues,blues rock, classic rock, electric blues,209,90,0,2,4
1974,77,Paul McCartney and Wings,Jet,album rock art rock beatlesque,album rock, art rock, beatlesque,219,81,0,2,4
1974,78,Elton John,Don't Let the Sun Go Down on Me,glam rock mellow gold piano rock,glam rock, mellow gold, piano rock,302,110,0,0,1
1974,79,Mike Oldfield,Tubular Bells,album rock art rock new age,album rock, art rock, new age,29,23,0,2,4
1974,80,Anne Murray,A Love Song,adult standards canadian country canadian pop,adult standards, canadian country, canadian pop,238,71,0,2,4
1974,81,Donny and Marie Osmond,I'm Leaving It Up to You,bubblegum pop classic uk pop,bubblegum pop, classic uk pop,,192,50,0,2,4
1974,82,Todd Rundgren,Hello It's Me,album rock art rock classic rock,album rock, art rock, classic rock,319,98,0,0,1
1974,83,Tom T. Hall,I Love,classic country pop country country rock,classic country pop, country, country rock,109,66,0,2,4
1974,84,The Guess Who featuring Wolfman Jack,Clap for the Wolfman,,,,,433,131,2,0,2
1974,85,Jim Croce,I'll Have to Say I Love You in a Song,album rock classic rock country rock,album rock, classic rock, country rock,213,57,0,2,4
1974,86,Sister Janet Mead,The Lord's Prayer,,,,,218,48,0,2,4
1974,87,Lamont Dozier,Trying to Hold on to My Woman,classic soul quiet storm soul,classic soul, quiet storm, soul,337,130,0,0,1
1974,88,Stevie Wonder,Don't You Worry 'bout a Thing,adult standards funk motown,adult standards, funk, motown,429,127,2,0,2
1974,89,Charlie Rich,A Very Special Love Song,arkansas country country country rock,arkansas country, country, country rock,187,78,0,2,4
1974,90,Jim Stafford,My Girl Bill,bubblegum pop,bubblegum pop,,,248,110,0,2,1
1974,91,Paul McCartney and Wings,Helen Wheels,album rock art rock beatlesque,album rock, art rock, beatlesque,265,126,0,2,1
1974,92,Diana Ross & Marvin Gaye,My Mistake (Was to Love You),adult standards dance pop disco,adult standards, dance pop, disco,219,82,0,2,4
1974,93,Jim Stafford,Wildwood Weed,bubblegum pop,bubblegum pop,,,390,182,2,0,2
1974,94,The First Class,Beach Baby,,,,,394,119,2,0,2
1974,95,War,Me and Baby Brother,,,,,209,54,0,2,4
1974,96,The Stylistics,Rockin' Roll Baby,adult standards classic soul disco,adult standards, classic soul, disco,204,97,0,2,4
1974,97,Olivia Newton John,I Honestly Love You,adult standards australian dance disco,adult standards, australian dance, disco,202,100,0,2,4
1974,98,Chicago,Call on Me,adult standards album rock classic rock,adult standards, album rock, classic rock,247,81,0,2,1
1974,99,Fancy,Wild Thing,movie tunes,movie tunes,,,102,32,0,2,4
1974,100,The Spinners,Mighty Love,classic soul disco funk,classic soul, disco, funk,303,123,0,0,1
1975,1,Captain & Tennille,Love Will Keep Us Together,adult standards bubblegum pop country rock,adult standards, bubblegum pop, country rock,252,95,0,2,1
1975,2,Glen Campbell,Rhinestone Cowboy,adult standards arkansas country classic country pop,adult standards, arkansas country, classic country pop,261,106,0,2,1
1975,3,Elton John,Philadelphia Freedom,glam rock mellow gold piano rock,glam rock, mellow gold, piano rock,423,112,2,0,2
1975,4,Freddy Fender,Before the Next Teardrop Falls,new mexico music swamp pop,new mexico music, swamp pop,,130,73,0,2,4
1975,5,Frankie Valli,My Eyes Adored You,adult standards bubblegum pop disco,adult standards, bubblegum pop, disco,318,119,0,0,1
1975,6,Grand Funk,Some Kind of Wonderful,album rock art rock blues rock,album rock, art rock, blues rock,440,110,2,0,2
1975,7,"Earth, Wind & Fire",Shining Star,disco funk jazz funk,disco, funk, jazz funk,270,106,0,2,1
1975,8,David Bowie,Fame,art rock classic rock glam rock,art rock, classic rock, glam rock,213,86,0,2,4
1975,9,Neil Sedaka,Laughter in the Rain,adult standards brill building pop bubblegum pop,adult standards, brill building pop, bubblegum pop,225,71,0,2,4
1975,10,Eagles,One of These Nights,album rock classic rock country rock,album rock, classic rock, country rock,370,115,2,0,1
1975,11,John Denver,Thank God I'm a Country Boy,adult standards classic country pop folk,adult standards, classic country pop, folk,497,159,2,3,2
1975,12,Bee Gees,Jive Talkin',disco mellow gold soft rock,disco, mellow gold, soft rock,299,79,0,0,1
1975,13,Eagles,Best of My Love,album rock classic rock country rock,album rock, classic rock, country rock,377,128,2,0,1
1975,14,Minnie Riperton,Lovin' You,classic soul disco funk,classic soul, disco, funk,311,68,0,0,1
1975,15,Carl Douglas,Kung Fu Fighting,disco,disco,,,338,97,0,0,1
1975,16,The Doobie Brothers,Black Water,album rock art rock blues rock,album rock, art rock, blues rock,445,103,2,0,2
1975,17,Sweet,The Ballroom Blitz,album rock classic rock classic uk pop,album rock, classic rock, classic uk pop,396,128,2,0,2
1975,18,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,adult standards bubblegum pop classic country pop,adult standards, bubblegum pop, classic country pop,246,56,0,2,4
1975,19,Tony Orlando and Dawn,He Don't Love You (Like I Love You),adult standards bubblegum pop classic uk pop,adult standards, bubblegum pop, classic uk pop,231,91,0,2,4
1975,20,Janis Ian,At Seventeen,classic uk pop folk folk rock,classic uk pop, folk, folk rock,276,159,0,0,1
1975,21,Average White Band,Pick Up the Pieces,disco funk jazz funk,disco, funk, jazz funk,51,11,0,2,4
1975,22,Van McCoy & the Soul City Symphony,The Hustle,classic rock folk folk rock,classic rock, folk, folk rock,59,6,0,2,4
1975,23,Labelle,Lady Marmalade,disco quiet storm,disco, quiet storm,,345,107,2,0,1
1975,24,War,Why Can't We Be Friends?,,,,,488,96,2,3,2
1975,25,Major Harris,Love Won't Let Me Wait,classic soul philly soul quiet storm,classic soul, philly soul, quiet storm,363,112,2,0,1
1975,26,Stevie Wonder,Boogie On Reggae Woman,adult standards funk motown,adult standards, funk, motown,210,66,0,2,4
1975,27,Helen Reddy,Angie Baby,adult standards bubblegum pop folk rock,adult standards, bubblegum pop, folk rock,329,172,0,0,1
1975,28,Freddy Fender,Wasted Days and Wasted Nights,new mexico music swamp pop,new mexico music, swamp pop,,174,54,0,2,4
1975,29,The Isley Brothers,Fight the Power,classic soul disco funk,classic soul, disco, funk,596,110,2,3,3
1975,30,Ozark Mountain Daredevils,Jackie Blue,album rock classic rock country rock,album rock, classic rock, country rock,271,131,0,0,1
1975,31,Ohio Players,Fire,classic soul disco funk,classic soul, disco, funk,326,102,0,0,1
1975,32,Pilot,Magic,modern rock rock,modern rock, rock,,164,40,0,2,4
1975,33,The Carpenters,Please Mr. Postman,adult standards mellow gold soft rock,adult standards, mellow gold, soft rock,272,89,0,2,1
1975,34,America,Sister Golden Hair,album rock art rock classic rock,album rock, art rock, classic rock,263,87,0,2,1
1975,35,Elton John,Lucy in the Sky with Diamonds,glam rock mellow gold piano rock,glam rock, mellow gold, piano rock,355,100,2,0,1
1975,36,Barry Manilow,Mandy,adult standards bubblegum pop disco,adult standards, bubblegum pop, disco,239,93,0,2,4
1975,37,Olivia Newton John,Have You Never Been Mellow,adult standards australian dance disco,adult standards, australian dance, disco,180,71,0,2,4
1975,38,Barry Manilow,Could It Be Magic,adult standards bubblegum pop disco,adult standards, bubblegum pop, disco,309,77,0,0,1
1975,39,Harry Chapin,Cat's in the Cradle,classic rock country rock folk,classic rock, country rock, folk,494,147,2,3,2
1975,40,Michael Martin Murphey,Wildfire,country rock cowboy western mellow gold,country rock, cowboy western, mellow gold,154,96,0,2,4
1975,41,Jessi Colter,I'm Not Lisa,classic country pop country country rock,classic country pop, country, country rock,118,66,0,2,4
1975,42,Wings,Listen to What the Man Said,album rock art rock beatlesque,album rock, art rock, beatlesque,302,85,0,0,1
1975,43,10cc,I'm Not in Love,album rock art rock blues rock,album rock, art rock, blues rock,270,80,0,2,1
1975,44,Billy Swan,I Can Help,swamp pop,swamp pop,,,252,82,0,2,1
1975,45,"Hamilton, Joe Frank & Reynolds",Fallin' in Love,bubblegum pop soft rock,bubblegum pop, soft rock,,280,85,0,0,1
1975,46,Morris Albert,Feelings,adult standards soft rock,adult standards, soft rock,,152,40,0,2,4
1975,47,Linda Ronstadt,When Will I Be Loved,adult standards country rock folk,adult standards, country rock, folk,127,45,0,2,4
1975,48,Sammy Johns,Chevy Van,jawaiian pacific islands pop,jawaiian, pacific islands pop,,289,102,0,0,1
1975,49,Barry White,"You're the First, the Last, My Everything",disco funk quiet storm,disco, funk, quiet storm,339,109,0,0,1
1975,50,Olivia Newton John,Please Mr. Please,adult standards australian dance disco,adult standards, australian dance, disco,235,127,0,2,1
1975,51,Linda Ronstadt,You're No Good,adult standards country rock folk,adult standards, country rock, folk,236,68,0,2,4
1975,52,Bazuka,Dynomite,rare groove,rare groove,,,33,1,0,2,4
1975,53,The Blackbyrds,Walking in Rhythm,funk jazz funk,funk, jazz funk,,294,50,0,0,1
1975,54,Gladys Knight & the Pips,The Way We Were/Try to Remember,classic soul disco funk,classic soul, disco, funk,263,116,0,2,1
1975,55,Melissa Manchester,Midnight Blue,adult standards bubblegum pop mellow gold,adult standards, bubblegum pop, mellow gold,215,69,0,2,4
1975,56,Sugarloaf,"Don't Call Us, We'll Call You",classic rock country rock soft rock,classic rock, country rock, soft rock,257,118,0,2,1
1975,57,Phoebe Snow,Poetry Man,jazz blues,jazz blues,,,212,87,0,2,4
1975,58,Ace,How Long?,dirty south rap gangster rap hip hop,dirty south rap, gangster rap, hip hop,234,61,0,2,4
1975,59,B.T. Express,Express,classic soul disco funk,classic soul, disco, funk,390,63,2,0,1
1975,60,"Earth, Wind & Fire",That's the Way of the World,disco funk jazz funk,disco, funk, jazz funk,484,138,2,3,2
1975,61,Styx,Lady,album rock art rock classic rock,album rock, art rock, classic rock,146,66,0,2,4
1975,62,Grand Funk,Bad Time,album rock art rock blues rock,album rock, art rock, blues rock,350,80,2,0,1
1975,63,Alice Cooper,Only Women Bleed,album rock blues rock classic rock,album rock, blues rock, classic rock,267,93,0,2,1
1975,64,Carol Douglas,Doctor's Orders,deep disco disco,deep disco, disco,,248,114,0,2,1
1975,65,KC and the Sunshine Band,Get Down Tonight,disco funk,disco, funk,,270,57,0,2,1
1975,66,Paul Anka & Odia Coates,One Man Woman/One Woman Man,adult standards canadian pop easy listening,adult standards, canadian pop, easy listening,227,81,0,2,4
1975,67,Joe Cocker,You Are So Beautiful,blues rock classic rock mellow gold,blues rock, classic rock, mellow gold,101,36,0,2,4
1975,68,Bad Company,Feel Like Makin' Love,album rock blues rock classic rock,album rock, blues rock, classic rock,301,55,0,0,1
1975,69,James Taylor,How Sweet It Is (To Be Loved by You),adult standards classic rock folk,adult standards, classic rock, folk,307,95,0,0,1
1975,70,Orleans,Dance with Me,bubblegum pop classic rock country rock,bubblegum pop, classic rock, country rock,170,57,0,2,4
1975,71,Average White Band,Cut the Cake,disco funk jazz funk,disco, funk, jazz funk,350,62,0,0,1
1975,72,Gloria Gaynor,Never Can Say Goodbye,disco,disco,,,230,83,0,2,4
1975,73,Paul Anka & Odia Coates,I Don't Like to Sleep Alone,adult standards canadian pop easy listening,adult standards, canadian pop, easy listening,150,78,0,2,4
1975,74,Donny & Marie Osmond,Morning Side of the Mountain,bubblegum pop classic uk pop,bubblegum pop, classic uk pop,,218,68,0,2,4
1975,75,The Three Degrees,When Will I See You Again,adult standards classic girl group disco,adult standards, classic girl group, disco,229,48,0,2,4
1975,76,Joe Simon,"Get Down, Get Down (Get on the Floor)",classic soul philly soul soul,classic soul, philly soul, soul,716,113,1,3,3
1975,77,John Denver,I'm Sorry,adult standards classic country pop folk,adult standards, classic country pop, folk,219,94,0,2,4
1975,78,Queen,Killer Queen,classic rock glam rock rock,classic rock, glam rock, rock,247,123,0,2,1
1975,79,Eddie Kendricks,Shoeshine Boy,classic soul disco funk,classic soul, disco, funk,230,88,0,2,4
1975,80,B.T. Express,Do It ('Til You're Satisfied),classic soul disco funk,classic soul, disco, funk,390,63,2,0,1
1975,81,Electric Light Orchestra,Can't Get It Out of My Head,album rock art rock beatlesque,album rock, art rock, beatlesque,250,78,0,2,1
1975,82,Al Green,Sha La La (Make Me Happy),classic soul funk memphis soul,classic soul, funk, memphis soul,199,67,0,2,4
1975,83,America,Lonely People,album rock art rock classic rock,album rock, art rock, classic rock,134,58,0,2,4
1975,84,Rufus,You Got the Love,australian electropop edm indietronica,australian electropop, edm, indietronica,268,75,0,2,1
1975,85,Mike Post,The Rockford Files Theme,dance pop edm pop,dance pop, edm, pop,1,1,0,2,4
1975,86,Tavares,It Only Takes a Minute,adult standards classic soul disco,adult standards, classic soul, disco,415,116,2,0,2
1975,87,Ringo Starr,No No Song,album rock beatlesque bubblegum pop,album rock, beatlesque, bubblegum pop,320,81,0,0,1
1975,88,Paul McCartney & Wings,Junior's Farm,album rock art rock beatlesque,album rock, art rock, beatlesque,414,111,2,0,2
1975,89,Jethro Tull,Bungle in the Jungle,album rock art rock blues rock,album rock, art rock, blues rock,306,137,0,0,1
1975,90,Leo Sayer,Long Tall Glasses (I Can Dance),adult standards bubblegum pop classic rock,adult standards, bubblegum pop, classic rock,306,138,0,0,1
1975,91,Ray Stevens,Misty,bubblegum pop comic novelty,bubblegum pop, comic, novelty,218,83,0,2,4
1975,92,Elton John,Someone Saved My Life Tonight,glam rock mellow gold piano rock,glam rock, mellow gold, piano rock,496,167,2,3,2
1975,93,Neil Sedaka,Bad Blood,adult standards brill building pop bubblegum pop,adult standards, brill building pop, bubblegum pop,314,108,0,0,1
1975,94,The Carpenters,Only Yesterday,adult standards mellow gold soft rock,adult standards, mellow gold, soft rock,326,117,0,0,1
1975,95,Dwight Twilley Band,I'm on Fire,power pop pub rock underground power pop,power pop, pub rock, underground power pop,265,59,0,2,1
1975,96,Ringo Starr,Only You (And You Alone),album rock beatlesque bubblegum pop,album rock, beatlesque, bubblegum pop,198,49,0,2,4
1975,97,Amazing Rhythm Aces,Third Rate Romance,country rock folk roots rock,country rock, folk, roots rock,225,117,0,2,4
1975,98,Bachman Turner Overdrive,You Ain't Seen Nothing Yet,album rock art rock blues rock,album rock, art rock, blues rock,470,112,2,3,2
1975,99,Frankie Valli,Swearin' to God,adult standards bubblegum pop disco,adult standards, bubblegum pop, disco,638,130,1,3,3
1975,100,Disco Tex and the Sex O Lettes,Get Dancin',disco,disco,,,405,46,2,0,2
1976,1,Wings,Silly Love Songs,album rock art rock beatlesque,album rock, art rock, beatlesque,456,84,2,0,2
1976,2,Elton John & Kiki Dee,Don't Go Breaking My Heart,classic uk pop,classic uk pop,,,430,77,2,0,2
1976,3,Johnnie Taylor,Disco Lady,funk memphis soul quiet storm,funk, memphis soul, quiet storm,373,89,2,0,1
1976,4,The Four Seasons,"December, 1963 (Oh, What a Night)",adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,282,97,0,0,1
1976,5,Wild Cherry,Play That Funky Music,disco funk rock,disco, funk rock,,509,150,2,3,2
