Year,Chart,Negative,Neutral,Positive,Compound
1965,51,0.0,1.0,0.0,0.0
1965,52,0.0,1.0,0.0,0.0
1965,53,0.0,1.0,0.0,0.0
1965,54,0.0,1.0,0.0,0.0
1965,55,0.0,1.0,0.0,0.0
1965,56,0.0,1.0,0.0,0.0
1965,57,0.0,1.0,0.0,0.0
1965,58,0.0,1.0,0.0,0.0
1965,59,0.0,0.556,0.444,0.4939
1965,60,0.42,0.58,0.0,-0.4404
1965,61,0.0,1.0,0.0,0.0
1965,62,0.0,1.0,0.0,0.0
1965,63,0.0,0.588,0.412,0.6369
1965,64,0.0,1.0,0.0,0.0
1965,65,0.0,1.0,0.0,0.0
1965,66,1.0,0.0,0.0,-0.1779
1965,67,0.0,0.213,0.787,0.5719
1965,68,0.0,1.0,0.0,0.0
1965,69,0.0,1.0,0.0,0.0
1965,70,0.297,0.135,0.568,0.4588
1965,71,0.0,1.0,0.0,0.0
1965,72,0.0,1.0,0.0,0.0
1965,73,0.0,1.0,0.0,0.0
1965,74,0.524,0.476,0.0,-0.296
1965,75,0.0,1.0,0.0,0.0
1965,76,0.0,1.0,0.0,0.0
1965,77,0.0,1.0,0.0,0.0
1965,78,0.322,0.678,0.0,-0.2263
1965,79,0.0,1.0,0.0,0.0
1965,80,0.0,0.286,0.714,0.6124
1965,81,0.0,1.0,0.0,0.0
1965,82,0.0,0.125,0.875,0.7906
1965,83,0.0,1.0,0.0,0.0
1965,84,0.5,0.5,0.0,-0.4588
1965,85,0.0,1.0,0.0,0.0
1965,86,0.0,1.0,0.0,0.0
1965,87,0.0,0.0,1.0,0.802
1965,88,0.0,1.0,0.0,0.0
1965,89,0.0,1.0,0.0,0.0
1965,90,0.0,0.715,0.285,0.1513
1965,91,0.0,1.0,0.0,0.0
1965,92,0.0,0.435,0.565,0.0772
1965,93,0.0,1.0,0.0,0.0
1965,94,0.0,0.357,0.643,0.5574
1965,95,0.0,0.426,0.574,0.4019
1965,96,0.0,1.0,0.0,0.0
1965,97,0.744,0.256,0.0,-0.4404
1965,98,0.0,1.0,0.0,0.0
1965,99,0.0,1.0,0.0,0.0
1965,100,0.0,0.504,0.496,0.7845
1966,1,0.0,1.0,0.0,0.0
1966,2,0.655,0.345,0.0,-0.2263
1966,3,0.0,1.0,0.0,0.0
1966,4,0.0,1.0,0.0,0.0
1966,5,0.0,0.784,0.216,0.0258
1966,6,0.0,1.0,0.0,0.0
1966,7,0.0,0.0,1.0,0.3818
1966,8,0.0,1.0,0.0,0.0
1966,9,0.0,1.0,0.0,0.0
1966,10,0.0,1.0,0.0,0.0
1966,11,0.0,0.256,0.744,0.4404
1966,12,0.0,0.541,0.459,0.5267
1966,13,0.529,0.471,0.0,-0.5216
1966,14,0.0,0.0,1.0,0.4215
1966,15,0.0,1.0,0.0,0.0
1966,16,0.0,1.0,0.0,0.0
1966,17,0.714,0.286,0.0,-0.3612
1966,18,0.508,0.492,0.0,-0.4767
1966,19,0.0,1.0,0.0,0.0
1966,20,0.0,0.417,0.583,0.6369
1966,21,0.0,0.625,0.375,0.6369
1966,22,0.0,0.238,0.762,0.4939
1966,23,0.0,1.0,0.0,0.0
1966,24,0.0,1.0,0.0,0.0
1966,25,0.0,1.0,0.0,0.0
1966,26,0.0,0.233,0.767,0.5106
1966,27,0.0,1.0,0.0,0.0
1966,28,0.511,0.0,0.489,-0.0258
1966,29,0.0,1.0,0.0,0.0
1966,30,0.0,1.0,0.0,0.0
1966,31,0.0,0.448,0.552,0.5719
1966,32,0.0,1.0,0.0,0.0
1966,33,0.688,0.312,0.0,-0.296
1966,34,0.0,1.0,0.0,0.0
1966,35,0.0,1.0,0.0,0.0
1966,36,0.672,0.328,0.0,-0.7316
1966,37,0.0,0.192,0.808,0.6369
1966,38,0.0,1.0,0.0,0.0
1966,39,0.39,0.61,0.0,-0.3724
1966,40,0.0,1.0,0.0,0.0
1966,41,0.0,1.0,0.0,0.0
1966,42,0.0,1.0,0.0,0.0
1966,43,0.744,0.256,0.0,-0.4404
1966,44,0.0,0.377,0.623,0.5106
1966,45,0.756,0.244,0.0,-0.4767
1966,46,0.0,0.25,0.75,0.4588
1966,47,0.0,1.0,0.0,0.0
1966,48,0.0,1.0,0.0,0.0
1966,49,0.0,1.0,0.0,0.0
1966,50,0.0,1.0,0.0,0.0
1966,51,0.565,0.435,0.0,-0.3818
1966,52,0.0,1.0,0.0,0.0
1966,53,0.0,1.0,0.0,0.0
1966,54,0.512,0.488,0.0,-0.2732
1966,55,0.0,1.0,0.0,0.0
1966,56,0.0,1.0,0.0,0.0
1966,57,0.0,1.0,0.0,0.0
1966,58,0.0,0.513,0.487,0.5859
1966,59,0.265,0.602,0.133,-0.2732
1966,60,0.0,1.0,0.0,0.0
1966,61,0.0,0.444,0.556,0.3612
1966,62,0.0,0.543,0.457,0.6369
1966,63,0.0,1.0,0.0,0.0
1966,64,0.0,0.323,0.677,0.6369
1966,65,0.0,1.0,0.0,0.0
1966,66,0.0,1.0,0.0,0.0
1966,67,0.0,0.587,0.413,0.2755
1966,68,0.0,1.0,0.0,0.0
1966,69,0.0,1.0,0.0,0.0
1966,70,0.0,0.417,0.583,0.6369
1966,71,0.0,1.0,0.0,0.0
1966,72,0.265,0.735,0.0,-0.2023
1966,73,0.0,1.0,0.0,0.0
1966,74,0.245,0.755,0.0,-0.0772
1966,75,0.0,1.0,0.0,0.0
1966,76,0.0,1.0,0.0,0.0
1966,77,0.0,1.0,0.0,0.0
1966,78,0.0,0.351,0.649,0.5719
1966,79,0.0,1.0,0.0,0.0
1966,80,0.0,1.0,0.0,0.0
1966,81,0.0,0.4,0.6,0.4588
1966,82,0.0,1.0,0.0,0.0
1966,83,0.0,1.0,0.0,0.0
1966,84,0.0,1.0,0.0,0.0
1966,85,0.0,1.0,0.0,0.0
1966,86,0.0,1.0,0.0,0.0
1966,87,0.0,1.0,0.0,0.0
1966,88,0.0,1.0,0.0,0.0
1966,89,0.535,0.465,0.0,-0.3182
1966,90,0.0,1.0,0.0,0.0
1966,91,0.0,1.0,0.0,0.0
1966,92,0.0,1.0,0.0,0.0
1966,93,0.0,1.0,0.0,0.0
1966,94,0.0,1.0,0.0,0.0
1966,95,0.0,1.0,0.0,0.0
1966,96,0.5,0.5,0.0,-0.7184
1966,97,0.437,0.563,0.0,-0.3252
1966,98,0.0,1.0,0.0,0.0
1966,99,0.0,1.0,0.0,0.0
1966,100,0.0,0.161,0.839,0.6369
1967,1,0.0,0.417,0.583,0.6369
1967,2,0.0,1.0,0.0,0.0
1967,3,0.0,1.0,0.0,0.0
1967,4,0.0,1.0,0.0,0.0
1967,5,0.0,1.0,0.0,0.0
1967,6,0.545,0.455,0.0,-0.34
1967,7,0.773,0.227,0.0,-0.5267
1967,8,0.0,0.213,0.787,0.5719
1967,9,0.0,1.0,0.0,0.0
1967,10,0.0,1.0,0.0,0.0
1967,11,0.0,1.0,0.0,0.0
1967,12,0.4,0.6,0.0,-0.25
1967,13,0.0,0.0,1.0,0.4767
1967,14,0.0,0.488,0.512,0.6369
1967,15,0.0,1.0,0.0,0.0
1967,16,0.487,0.513,0.0,-0.2263
1967,17,0.0,0.4,0.6,0.4588
1967,18,0.0,1.0,0.0,0.0
1967,19,0.0,1.0,0.0,0.0
1967,20,0.627,0.373,0.0,-0.5216
1967,21,0.0,1.0,0.0,0.0
1967,22,0.0,1.0,0.0,0.0
1967,23,0.0,1.0,0.0,0.0
1967,24,0.0,1.0,0.0,0.0
1967,25,0.0,1.0,0.0,0.0
1967,26,0.0,0.588,0.412,0.6369
1967,27,0.0,0.612,0.388,0.2263
1967,28,0.0,1.0,0.0,0.0
1967,29,0.0,1.0,0.0,0.0
1967,30,0.0,0.488,0.512,0.6369
1967,31,0.0,1.0,0.0,0.0
1967,32,0.0,0.112,0.888,0.836
1967,33,0.0,0.323,0.677,0.6369
1967,34,0.0,1.0,0.0,0.0
1967,35,0.0,1.0,0.0,0.0
1967,36,0.0,1.0,0.0,0.0
1967,37,0.0,1.0,0.0,0.0
1967,38,0.0,1.0,0.0,0.0
1967,39,0.568,0.432,0.0,-0.3875
1967,40,0.0,1.0,0.0,0.0
1967,41,0.0,1.0,0.0,0.0
1967,42,0.0,1.0,0.0,0.0
1967,43,0.0,0.235,0.765,0.7579
1967,44,0.0,1.0,0.0,0.0
1967,45,0.0,1.0,0.0,0.0
1967,46,0.0,1.0,0.0,0.0
1967,47,0.0,1.0,0.0,0.0
1967,48,0.0,0.796,0.204,0.3182
1967,49,0.0,1.0,0.0,0.0
1967,50,0.0,1.0,0.0,0.0
1967,51,0.0,0.0,1.0,0.7579
1967,52,0.0,1.0,0.0,0.0
1967,53,0.0,0.625,0.375,0.6369
1967,54,0.385,0.615,0.0,-0.3612
1967,55,0.0,1.0,0.0,0.0
1967,56,0.0,1.0,0.0,0.0
1967,57,0.0,1.0,0.0,0.0
1967,58,0.0,1.0,0.0,0.0
1967,59,0.0,0.323,0.677,0.6369
1967,60,0.0,1.0,0.0,0.0
1967,61,0.0,1.0,0.0,0.0
1967,62,0.0,0.294,0.706,0.802
1967,63,0.0,0.566,0.434,0.3182
1967,64,0.0,1.0,0.0,0.0
1967,65,0.0,1.0,0.0,0.0
1967,66,0.0,1.0,0.0,0.0
1967,67,0.0,1.0,0.0,0.0
1967,68,0.0,1.0,0.0,0.0
1967,69,0.0,1.0,0.0,0.0
1967,70,0.0,1.0,0.0,0.0
1967,71,0.0,1.0,0.0,0.0
1967,72,0.0,1.0,0.0,0.0
1967,73,0.583,0.417,0.0,-0.1027
1967,74,0.0,0.377,0.623,0.5106
1967,75,0.255,0.405,0.34,0.2626
1967,76,0.0,0.615,0.385,0.3612
1967,77,0.0,1.0,0.0,0.0
1967,78,0.0,1.0,0.0,0.0
1967,79,0.0,1.0,0.0,0.0
1967,80,0.0,1.0,0.0,0.0
1967,81,0.0,1.0,0.0,0.0
1967,82,0.0,1.0,0.0,0.0
1967,83,0.0,1.0,0.0,0.0
1967,84,0.0,1.0,0.0,0.0
1967,85,0.0,1.0,0.0,0.0
1967,86,0.0,1.0,0.0,0.0
1967,87,0.0,0.679,0.321,0.2235
1967,88,0.0,1.0,0.0,0.0
1967,89,0.0,1.0,0.0,0.0
1967,90,0.0,0.192,0.808,0.6369
1967,91,0.0,1.0,0.0,0.0
1967,92,0.0,1.0,0.0,0.0
1967,93,0.0,0.75,0.25,0.25
1967,94,0.0,1.0,0.0,0.0
1967,95,0.0,1.0,0.0,0.0
1967,96,0.0,1.0,0.0,0.0
1967,97,0.0,1.0,0.0,0.0
1967,98,0.0,1.0,0.0,0.0
1967,99,0.0,1.0,0.0,0.0
1967,100,0.0,0.706,0.294,0.3612
1968,1,0.0,1.0,0.0,0.0
1968,2,0.0,0.323,0.677,0.6369
1968,3,0.0,1.0,0.0,0.0
1968,4,0.0,1.0,0.0,0.0
1968,5,0.0,0.548,0.452,0.5106
1968,6,0.0,0.213,0.787,0.8126
1968,7,0.0,0.543,0.457,0.6369
1968,8,0.496,0.292,0.212,-0.5994
1968,9,0.0,1.0,0.0,0.0
1968,10,0.0,1.0,0.0,0.0
1968,11,0.0,1.0,0.0,0.0
1968,12,0.0,1.0,0.0,0.0
1968,13,0.0,1.0,0.0,0.0
1968,14,0.0,0.323,0.677,0.6369
1968,15,0.0,1.0,0.0,0.0
1968,16,0.47,0.152,0.379,-0.1531
1968,17,0.0,1.0,0.0,0.0
1968,18,0.0,1.0,0.0,0.0
1968,19,0.0,1.0,0.0,0.0
1968,20,0.0,1.0,0.0,0.0
1968,21,0.0,1.0,0.0,0.0
1968,22,0.0,0.526,0.474,0.4019
1968,23,0.0,0.417,0.583,0.6369
1968,24,0.0,1.0,0.0,0.0
1968,25,0.333,0.667,0.0,-0.25
1968,26,0.0,1.0,0.0,0.0
1968,27,0.0,0.192,0.808,0.6369
1968,28,0.0,1.0,0.0,0.0
1968,29,0.0,1.0,0.0,0.0
1968,30,0.0,1.0,0.0,0.0
1968,31,0.0,1.0,0.0,0.0
1968,32,0.0,1.0,0.0,0.0
1968,33,0.0,1.0,0.0,0.0
1968,34,0.0,1.0,0.0,0.0
1968,35,0.0,0.204,0.796,0.5994
1968,36,0.0,0.417,0.583,0.6369
1968,37,0.0,1.0,0.0,0.0
1968,38,0.0,0.0,1.0,0.8807
1968,39,1.0,0.0,0.0,-0.34
1968,40,0.0,0.417,0.583,0.6369
1968,41,0.0,1.0,0.0,0.0
1968,42,0.0,1.0,0.0,0.0
1968,43,0.0,1.0,0.0,0.0
1968,44,0.0,1.0,0.0,0.0
1968,45,0.0,1.0,0.0,0.0
1968,46,0.0,0.667,0.333,0.4588
1968,47,0.0,1.0,0.0,0.0
1968,48,0.0,1.0,0.0,0.0
1968,49,0.328,0.492,0.18,-0.2263
1968,50,0.0,1.0,0.0,0.0
1968,51,0.0,1.0,0.0,0.0
1968,52,0.545,0.455,0.0,-0.34
1968,53,0.0,0.192,0.808,0.6369
1968,54,0.0,1.0,0.0,0.0
1968,55,0.0,1.0,0.0,0.0
1968,56,0.0,1.0,0.0,0.0
1968,57,0.0,0.733,0.267,0.2075
1968,58,0.0,1.0,0.0,0.0
1968,59,0.0,1.0,0.0,0.0
1968,60,0.0,1.0,0.0,0.0
1968,61,0.0,1.0,0.0,0.0
1968,62,0.0,1.0,0.0,0.0
1968,63,0.0,1.0,0.0,0.0
1968,64,0.0,1.0,0.0,0.0
1968,65,0.0,1.0,0.0,0.0
1968,66,0.0,1.0,0.0,0.0
1968,67,0.0,1.0,0.0,0.0
1968,68,0.0,0.286,0.714,0.3612
1968,69,0.42,0.58,0.0,-0.4404
1968,70,0.0,1.0,0.0,0.0
1968,71,0.0,1.0,0.0,0.0
1968,72,0.0,1.0,0.0,0.0
1968,73,0.0,1.0,0.0,0.0
1968,74,0.0,1.0,0.0,0.0
1968,75,0.0,1.0,0.0,0.0
1968,76,0.0,1.0,0.0,0.0
1968,77,0.0,1.0,0.0,0.0
1968,78,0.0,1.0,0.0,0.0
1968,79,0.0,1.0,0.0,0.0
1968,80,0.0,1.0,0.0,0.0
1968,81,0.0,1.0,0.0,0.0
1968,82,0.0,1.0,0.0,0.0
1968,83,0.0,1.0,0.0,0.0
1968,84,0.0,0.0,1.0,0.7506
1968,85,0.0,0.698,0.302,0.0772
1968,86,0.0,1.0,0.0,0.0
1968,87,0.0,1.0,0.0,0.0
1968,88,0.0,1.0,0.0,0.0
1968,89,0.0,0.303,0.697,0.3182
1968,90,0.0,0.693,0.307,0.4767
1968,91,0.0,1.0,0.0,0.0
1968,92,0.0,1.0,0.0,0.0
1968,93,0.0,1.0,0.0,0.0
1968,94,0.0,1.0,0.0,0.0
1968,95,0.0,0.417,0.583,0.4215
1968,96,0.0,1.0,0.0,0.0
1968,97,0.0,1.0,0.0,0.0
1968,98,0.0,1.0,0.0,0.0
1968,99,0.0,1.0,0.0,0.0
1968,100,0.0,1.0,0.0,0.0
1969,1,0.0,1.0,0.0,0.0
1969,2,0.0,0.484,0.516,0.4939
1969,3,0.0,1.0,0.0,0.0
1969,4,0.0,1.0,0.0,0.0
1969,5,0.0,1.0,0.0,0.0
1969,6,1.0,0.0,0.0,-0.2263
1969,7,0.0,0.548,0.452,0.5106
1969,8,0.402,0.598,0.0,-0.5216
1969,9,0.0,1.0,0.0,0.0
1969,10,0.0,1.0,0.0,0.0
1969,11,0.0,1.0,0.0,0.0
1969,12,0.0,1.0,0.0,0.0
1969,13,0.0,1.0,0.0,0.0
1969,14,0.0,1.0,0.0,0.0
1969,15,0.0,0.543,0.457,0.6369
1969,16,0.0,1.0,0.0,0.0
1969,17,0.0,1.0,0.0,0.0
1969,18,0.714,0.286,0.0,-0.3612
1969,19,0.0,0.244,0.756,0.4767
1969,20,0.0,0.648,0.352,0.5859
1969,21,0.0,1.0,0.0,0.0
1969,22,0.0,0.25,0.75,0.4588
1969,23,0.0,1.0,0.0,0.0
1969,24,0.636,0.364,0.0,-0.5423
1969,25,0.0,1.0,0.0,0.0
1969,26,0.0,1.0,0.0,0.0
1969,27,0.0,1.0,0.0,0.0
1969,28,0.0,0.323,0.677,0.6369
1969,29,0.0,1.0,0.0,0.0
1969,30,0.878,0.122,0.0,-0.8016
1969,31,0.0,1.0,0.0,0.0
1969,32,0.0,1.0,0.0,0.0
1969,33,0.222,0.317,0.46,0.3612
1969,34,0.0,1.0,0.0,0.0
1969,35,0.0,1.0,0.0,0.0
1969,36,0.0,1.0,0.0,0.0
1969,37,0.0,0.54,0.46,0.3724
1969,38,0.0,0.476,0.524,0.5106
1969,39,0.0,1.0,0.0,0.0
1969,40,0.0,1.0,0.0,0.0
1969,41,0.0,1.0,0.0,0.0
1969,42,0.0,0.488,0.512,0.6369
1969,43,0.0,0.408,0.592,0.4404
1969,44,0.0,1.0,0.0,0.0
1969,45,0.0,0.539,0.461,0.6453
1969,46,0.0,0.561,0.439,0.6003
1969,47,0.0,1.0,0.0,0.0
1969,48,0.0,1.0,0.0,0.0
1969,49,0.0,1.0,0.0,0.0
1969,50,0.0,1.0,0.0,0.0
1969,51,0.0,1.0,0.0,0.0
1969,52,0.0,1.0,0.0,0.0
1969,53,0.0,1.0,0.0,0.0
1969,54,0.0,1.0,0.0,0.0
1969,55,0.0,0.408,0.592,0.4404
1969,56,0.0,1.0,0.0,0.0
1969,57,0.0,1.0,0.0,0.0
1969,58,0.0,1.0,0.0,0.0
1969,59,0.0,1.0,0.0,0.0
1969,60,0.0,1.0,0.0,0.0
1969,61,0.0,1.0,0.0,0.0
1969,62,0.0,1.0,0.0,0.0
1969,63,0.0,1.0,0.0,0.0
1969,64,0.0,0.543,0.457,0.6369
1969,65,0.0,1.0,0.0,0.0
1969,66,0.0,1.0,0.0,0.0
1969,67,0.0,0.294,0.706,0.34
1969,68,0.0,1.0,0.0,0.0
1969,69,0.0,1.0,0.0,0.0
1969,70,0.0,0.615,0.385,0.3612
1969,71,0.796,0.204,0.0,-0.5994
1969,72,0.0,0.488,0.512,0.6369
1969,73,0.0,1.0,0.0,0.0
1969,74,0.506,0.494,0.0,-0.6249
1969,75,0.0,0.37,0.63,0.5267
1969,76,0.0,0.375,0.625,0.6124
1969,77,0.0,1.0,0.0,0.0
1969,78,0.36,0.64,0.0,-0.5216
1969,79,0.0,0.455,0.545,0.34
1969,80,0.0,1.0,0.0,0.0
1969,81,0.0,1.0,0.0,0.0
1969,82,0.0,1.0,0.0,0.0
1969,83,0.0,1.0,0.0,0.0
1969,84,0.0,1.0,0.0,0.0
1969,85,0.0,1.0,0.0,0.0
1969,86,0.0,1.0,0.0,0.0
1969,87,0.0,0.543,0.457,0.6369
1969,88,0.0,1.0,0.0,0.0
1969,89,0.0,0.508,0.492,0.4404
1969,90,0.0,1.0,0.0,0.0
1969,91,0.0,0.674,0.326,0.4404
1969,92,0.0,1.0,0.0,0.0
1969,93,0.0,0.351,0.649,0.5719
1969,94,0.0,0.323,0.677,0.6369
1969,95,0.0,1.0,0.0,0.0
1969,96,0.0,0.0,1.0,0.4939
1969,97,0.0,1.0,0.0,0.0
1969,98,0.0,1.0,0.0,0.0
1969,99,0.0,0.571,0.429,0.128
1969,100,0.0,0.4,0.6,0.4588
1969,101,0.0,1.0,0.0,0.0
1970,1,0.5,0.5,0.0,-0.4588
1970,2,0.0,1.0,0.0,0.0
1970,3,0.0,1.0,0.0,0.0
1970,4,0.0,1.0,0.0,0.0
1970,5,1.0,0.0,0.0,-0.5994
1970,6,0.0,0.679,0.321,0.2235
1970,7,0.0,1.0,0.0,0.0
1970,8,0.0,0.286,0.714,0.3612
1970,9,0.0,1.0,0.0,0.0
1970,10,0.0,1.0,0.0,0.0
1970,11,0.0,1.0,0.0,0.0
1970,12,0.0,0.339,0.661,0.5994
1970,13,0.0,1.0,0.0,0.0
1970,14,0.0,1.0,0.0,0.0
1970,15,0.0,1.0,0.0,0.0
1970,16,0.0,0.213,0.787,0.8126
1970,17,0.0,1.0,0.0,0.0
1970,18,0.0,1.0,0.0,0.0
1970,19,0.0,0.706,0.294,0.3612
1970,20,0.0,1.0,0.0,0.0
1970,21,0.0,1.0,0.0,0.0
1970,22,0.0,0.638,0.362,0.1779
1970,23,0.0,1.0,0.0,0.0
1970,24,0.216,0.784,0.0,-0.296
1970,25,0.0,0.417,0.583,0.6369
1970,26,0.0,1.0,0.0,0.0
1970,27,0.0,1.0,0.0,0.0
1970,28,0.0,0.606,0.394,0.0772
1970,29,0.0,0.488,0.512,0.6369
1970,30,0.0,1.0,0.0,0.0
1970,31,0.0,1.0,0.0,0.0
1970,32,0.0,1.0,0.0,0.0
1970,33,0.0,1.0,0.0,0.0
1970,34,0.0,1.0,0.0,0.0
1970,35,0.0,1.0,0.0,0.0
1970,36,0.0,1.0,0.0,0.0
1970,37,0.302,0.698,0.0,-0.0772
1970,38,0.0,1.0,0.0,0.0
1970,39,0.0,1.0,0.0,0.0
1970,40,0.0,0.543,0.457,0.6369
1970,41,0.0,1.0,0.0,0.0
1970,42,0.0,1.0,0.0,0.0
1970,43,0.0,1.0,0.0,0.0
1970,44,0.455,0.545,0.0,-0.3612
1970,45,0.0,1.0,0.0,0.0
1970,46,0.0,1.0,0.0,0.0
1970,47,0.0,1.0,0.0,0.0
1970,48,0.0,1.0,0.0,0.0
1970,49,0.0,1.0,0.0,0.0
1970,50,0.0,0.192,0.808,0.6369
1970,51,0.0,1.0,0.0,0.0
1970,52,0.0,1.0,0.0,0.0
1970,53,0.0,1.0,0.0,0.0
1970,54,0.0,1.0,0.0,0.0
1970,55,0.394,0.606,0.0,-0.3818
1970,56,0.0,0.256,0.744,0.7003
1970,57,0.0,1.0,0.0,0.0
1970,58,0.0,1.0,0.0,0.0
1970,59,0.0,0.444,0.556,0.3612
1970,60,0.0,1.0,0.0,0.0
1970,61,0.0,1.0,0.0,0.0
1970,62,0.0,0.448,0.552,0.5719
1970,63,0.234,0.374,0.393,0.4019
1970,64,0.0,0.417,0.583,0.4215
1970,65,0.0,1.0,0.0,0.0
1970,66,0.0,1.0,0.0,0.0
1970,67,0.545,0.455,0.0,-0.34
1970,68,0.0,1.0,0.0,0.0
1970,69,0.815,0.185,0.0,-0.6597
1970,70,0.688,0.312,0.0,-0.296
1970,71,0.0,1.0,0.0,0.0
1970,72,0.0,1.0,0.0,0.0
1970,73,0.0,1.0,0.0,0.0
1970,74,0.0,0.741,0.259,0.6369
1970,75,0.429,0.571,0.0,-0.3089
1970,76,0.756,0.244,0.0,-0.4767
1970,77,0.0,0.488,0.512,0.6369
1970,78,0.0,1.0,0.0,0.0
1970,79,0.0,0.755,0.245,0.0772
1970,80,0.0,1.0,0.0,0.0
1970,81,0.0,1.0,0.0,0.0
1970,82,0.0,1.0,0.0,0.0
1970,83,0.0,1.0,0.0,0.0
1970,84,0.0,1.0,0.0,0.0
1970,85,0.0,1.0,0.0,0.0
1970,86,0.0,1.0,0.0,0.0
1970,87,0.0,1.0,0.0,0.0
1970,88,0.0,1.0,0.0,0.0
1970,89,0.0,1.0,0.0,0.0
1970,90,0.0,1.0,0.0,0.0
1970,91,0.0,1.0,0.0,0.0
1970,92,0.457,0.543,0.0,-0.5216
1970,93,0.0,0.444,0.556,0.3612
1970,94,0.0,1.0,0.0,0.0
1970,95,0.402,0.598,0.0,-0.5216
1970,96,0.0,1.0,0.0,0.0
1970,97,0.0,1.0,0.0,0.0
1970,98,0.0,0.545,0.455,0.3612
1970,99,0.0,1.0,0.0,0.0
1970,100,0.0,1.0,0.0,0.0
1971,1,0.0,0.441,0.559,0.5859
1971,2,0.0,1.0,0.0,0.0
1971,3,0.0,1.0,0.0,0.0
1971,4,0.636,0.364,0.0,-0.5423
1971,5,0.383,0.617,0.0,-0.4767
1971,6,0.273,0.727,0.0,-0.4588
1971,7,0.0,1.0,0.0,0.0
1971,8,0.0,1.0,0.0,0.0
1971,9,0.0,1.0,0.0,0.0
1971,10,0.0,1.0,0.0,0.0
1971,11,0.0,1.0,0.0,0.0
1971,12,0.71,0.29,0.0,-0.5994
1971,13,0.0,0.435,0.565,0.0772
1971,14,0.0,0.4,0.6,0.4588
1971,15,0.0,0.278,0.722,0.6369
1971,16,0.0,0.385,0.615,0.4939
1971,17,0.0,1.0,0.0,0.0
1971,18,0.0,1.0,0.0,0.0
1971,19,0.0,1.0,0.0,0.0
1971,20,0.0,1.0,0.0,0.0
1971,21,0.0,1.0,0.0,0.0
1971,22,0.0,1.0,0.0,0.0
1971,23,0.476,0.181,0.342,-0.1877
1971,24,0.0,1.0,0.0,0.0
1971,25,0.0,1.0,0.0,0.0
1971,26,0.0,1.0,0.0,0.0
1971,27,0.0,1.0,0.0,0.0
1971,28,0.0,1.0,0.0,0.0
1971,29,0.0,1.0,0.0,0.0
1971,30,0.0,1.0,0.0,0.0
1971,31,0.0,0.4,0.6,0.4588
1971,32,0.0,0.156,0.844,0.6597
1971,33,0.0,0.385,0.615,0.7506
1971,34,0.402,0.598,0.0,-0.5216
1971,35,0.0,1.0,0.0,0.0
1971,36,0.0,0.69,0.31,0.4019
1971,37,0.302,0.698,0.0,-0.0772
1971,38,0.0,1.0,0.0,0.0
1971,39,0.623,0.377,0.0,-0.5106
1971,40,0.0,1.0,0.0,0.0
1971,41,0.0,1.0,0.0,0.0
1971,42,0.529,0.471,0.0,-0.5216
1971,43,0.445,0.555,0.0,-0.3412
1971,44,0.0,1.0,0.0,0.0
1971,45,0.0,0.488,0.512,0.6369
1971,46,0.0,1.0,0.0,0.0
1971,47,0.0,1.0,0.0,0.0
1971,48,0.0,0.471,0.529,0.6697
1971,49,0.0,1.0,0.0,0.0
1971,50,0.0,0.543,0.457,0.6369
1971,51,0.0,1.0,0.0,0.0
1971,52,0.5,0.5,0.0,-0.4588
1971,53,0.196,0.804,0.0,-0.0572
1971,54,0.0,1.0,0.0,0.0
1971,55,0.0,0.244,0.756,0.4767
1971,56,0.0,1.0,0.0,0.0
1971,57,0.0,1.0,0.0,0.0
1971,58,0.0,0.4,0.6,0.4588
1971,59,0.0,1.0,0.0,0.0
1971,60,0.0,1.0,0.0,0.0
1971,61,0.0,1.0,0.0,0.0
1971,62,0.0,0.375,0.625,0.6124
1971,63,0.0,1.0,0.0,0.0
1971,64,0.0,1.0,0.0,0.0
1971,65,0.0,1.0,0.0,0.0
1971,66,0.0,0.286,0.714,0.6124
1971,67,0.0,0.488,0.512,0.6369
1971,68,0.0,0.0,1.0,0.7783
1971,69,1.0,0.0,0.0,-0.5106
1971,70,0.0,1.0,0.0,0.0
1971,71,0.0,1.0,0.0,0.0
1971,72,0.0,0.488,0.512,0.6369
1971,73,0.0,1.0,0.0,0.0
1971,74,0.0,1.0,0.0,0.0
1971,75,0.583,0.417,0.0,-0.1027
1971,76,0.0,1.0,0.0,0.0
1971,77,0.0,1.0,0.0,0.0
1971,78,0.0,1.0,0.0,0.0
1971,79,0.0,1.0,0.0,0.0
1971,80,0.0,0.0,1.0,0.765
1971,81,0.0,1.0,0.0,0.0
1971,82,0.714,0.286,0.0,-0.3612
1971,83,0.167,0.641,0.192,0.0516
1971,84,0.0,0.579,0.421,0.2924
1971,85,0.321,0.283,0.396,0.2023
1971,86,0.0,1.0,0.0,0.0
1971,87,0.0,1.0,0.0,0.0
1971,88,0.0,0.543,0.457,0.6369
1971,89,0.0,1.0,0.0,0.0
1971,90,0.0,1.0,0.0,0.0
1971,91,0.0,1.0,0.0,0.0
1971,92,0.0,1.0,0.0,0.0
1971,93,0.529,0.471,0.0,-0.5216
1971,94,0.342,0.127,0.532,0.3612
1971,95,0.0,1.0,0.0,0.0
1971,96,0.0,0.25,0.75,0.4588
1971,97,0.0,1.0,0.0,0.0
1971,98,0.0,1.0,0.0,0.0
1971,99,0.0,1.0,0.0,0.0
1971,100,0.0,1.0,0.0,0.0
