Year,Chart,Hapax Count,Hapaxes
1976,64,28,"['keep', 'dancing', 'dancin', 'rhythm', 'in', 'our', 'heart', 'soul', 'just', 'ca', 'nt', 'wait', 'date', 'dance', 'with', 'my', 'baby', 'til', 'is', 'through', 'tell', 'little', 'things', 'love', 'so', 'let', 'know', '3']"
1976,65,48,"['i', 'teeth', 'flash', 'jamaican', 'honey', 'so', 'sweet', 'down', 'where', 'lexington', 'cross', '47th', 'street', 'standin', 'six', 'foot', 'three', 'turnin', 'tricks', 'for', 'dudes', 'city', 'as', 'coal', 'burn', 'fire', 'and', 'wrap', 'herself', 'around', 'worn', 'tire', 'feel', 'her', 'nail', 'scratch', 'back', 'just', 'rake', 'gone', 'who', 'make', 'mistake', 'elton', 'live', '$', '159', '1']"
1976,66,54,"['lets', 'gon', 'sometimes', 'rain', 'groovin', 'when', 'hear', 'sound', 'me', 'baby', 'down', 'sounds', 'around', 'smell', 'of', 'flower', 'as', 'we', 'pass', 'away', 'hour', 'lady', 'so', 'fine', 'pretty', 'hair', 'if', 'mind', 'my', 'compliments', 'diggin', 'clothes', 'wear', 'man', 'fear', 'can', 'brought', 'here', 'ooh', 'ho', 'hammer', 'clock', 'began', 'rock', 'give', 'sister', 'pride', 'satisfied', 'not', 'girl', 'that', 'linger', 'but', 'butterfinger']"
1976,67,4,"['michael', 'now', 'ian', '7']"
1976,68,37,"['got', 'the', 'cutest', 'little', 'there', 's', 'not', 'another', 'one', 'can', 'take', 'place', 'my', 'poor', 'heart', 'is', 'jumping', 'really', 'started', 'something', 'race', 'up', 'heaven', 'when', 'fond', 'embrace', 'did', 'nt', 'need', 'a', 'shove', 'cause', 'just', 'fell', 'love', 'with', 'pretty']"
1976,69,16,"['are', 'really', 'happy', 'here', 'with', 'looking', 'for', 'searching', 'not', 'finding', 'understanding', 'anywhere', 'eyes', 'that', 'face', 'why']"
1976,70,101,"['of', 'them', 'broken', 'dreams', 'have', 'end', 'blues', 'cause', 'one', 'use', 'open', 'road', 'leads', 'nowhere', 'just', 'make', 'miles', 'between', 'here', 'hole', 'head', 'where', 'rain', 'comes', 'took', 'body', 'played', 'win', 'cryin', 'shame', 'nobody', 'blame', 'rolled', 'from', 'another', 'town', 'hit', 'gold', 'too', 'hot', 'settle', 'down', 'his', 'money', 'soon', 'separate', 'ways', 'found', 'lyin', 'daze', 'what', 'gon', 'na', 'do', '?', 'destroyed', 'all', 'virtues', 'lord', 'gave', 'good', 'feeling', 'pain', 'better', 'get', 'face', 'on', 'board', 'next', 'train', 'piano', 'solo/bridge', 'done', 'wrong', 'tryin', 'wail', 'different', 'song', 'funny', 'broke', 'up', 'wine', 'drink', 'cup', 'came', 'runnin', 'every', 'time', 'cried', 'thought', 'i', 'saw', 'love', 'smilin', 'eyes', 'nice', 'know', 'place', 'left', '/', '11']"
1976,71,65,"['starry', 'nights', 'sunny', 'days', 'always', 'should', 'then', 'comes', 'ridden', 'with', 'doubt', 'can', 'who', 'where', 'tomorrow', 'heart', 'no', 'mind', 'looking', 'at', 'wanted', 'little', 'emotion', 'goes', 'careful', 'get', 'caught', 'your', 'dreams', 'look', 'this', 'seems', 'good', 'please', 'make', 'agreed', 'on', 'need', 'listen', 'tell', 'seein', 'sayin', 'cause', 'hear', 'singin', 'tune', 'm', 'playin', 'said', 'both', 'understand', 'let', 'goodbyes', 'before', 'gets', 'of', 'hand', 'd', 'really', 'like', 'remember', 'best', 'life', 'had', '7']"
1976,72,80,"['im', '{', '}', 'no', 'looking', 'sure', 'see', 'what', 'going', 'inside', 'of', 'needing', 'please', 'stop', 'pulling', 'sleeve', 'playing', 'things', 'never', 'cared', 'too', 'much', 'games', 'this', 'driving', 'insane', 'half', 'wander', 'claim', 'but', 'lead', 'there', 'nowhere', 'loving', 'will', 'have', 'sometime', 'thing', 'bars', 'insides', 'is', 'something', 'hide', 'still', 'hurts', 'recall', 'times', 've', 'tried', 'favors', 'watch', 'from', 'distance', 'cause', 'near', 'find', 'hard', 'keep', 'head', 'eyes', 'throw', 'light', 'mine', 'enough', 'change', 'mind', 'leave', 'cautious', 'words', 'ways', 'behind', 'why', 'say', 'come', 'running', 'without', 'taking', 'time', 'think', '2']"
1976,73,66,"['has', 'changed', 'from', 'there', 'hatred', 'war', 'poverty', 'whoa', 'oh', 'cause', 'their', 'hands', 'when', 'em', 'best', 'doctors', 'old', 'well', 'catch', 'hell', 'but', 'long', 'judgment', 'wontcha', 'them', 'happy', 'pass', 'away', 'builders', 'build', 'land', 'know', 'lend', 'hand', 'only', 'thing', 'put', 'our', 'minds', 'surely', 'things', 'will', 'work', 'out', 'm', 'talkin', 'about', 'pusher', 'pushin', 'users', 'usin', 'teachin', 'truth', 'liars', 'politicians', 'why', 'someone', 'poor', 'businessmen', 'matter', 'race', 'creed', 'or', 'color', 'other', 'see']"
1976,74,61,"['ridin', 'round', 'town', 'with', 'windows', 'down', 'eight', 'track', 'playin', 'favorite', 'sounds', 'rhythm', 'bongos', 'fill', 'park', 'street', 'musicians', 'tryin', 'get', 'start', 'stretched', 'blanket', 'sand', 'kids', 'ages', 'diggin', 'disneyland', 'rappin', 'cb', 'radio', 'van', 'we', 'll', 'give', 'big', '10', '4', 'truckin', 'man', 'atlantic', 'city', 'malibu', 'anywhere', 'between', 'i', 'm', 'telling', 'when', 'feel', 'those', 'balmy', 'breezes', 'face', 'best', 'any', 'place', 'see', 'war', 'live', '$', '75']"
1976,75,37,"['different', 'today', 'she', 'said', 'has', 'get', 'away', 'you', 'know', 'what', 'look', 'at', 'face', 'there', 'is', 'trace', 'of', 'doubt', 'mind', 'with', 'feet', 'on', 'ground', 'against', 'wall', 've', 'been', 'called', 'answer', 'hy', 'inside', 'it', 'be', 'denied', 'ready', 'to', 'try']"
1976,76,24,"['okay', 'think', 'got', 'pretty', 'face', 'rest', 'out', 'place', 'looked', 'alright', 'talk', 'about', 'just', 'every', 'band', 'names', 'drop', 'are', 've', 'heard', 'it', 'all', '2', '12']"
1976,77,10,"['takes', 'cat', 'dark', 'then', 'darkness', 'fine', 'skylark', 'when', 'starless', '41']"
1976,78,30,"['run', 'hide', 'wanted', 'just', 'hold', 'gone', 'in', 'time', 'd', 'meet', 'again', 'for', 'told', 'were', 'meant', 'near', 'hear', 'say', 'together', 'when', 'with', 'stay', 'true', 'never', 'leave', 'the', 'way', 'break', 've', '11']"
1976,79,43,"['rise', 'then', 'fall', 'seems', 'this', 'man', 'at', 'sure', 'been', 'lonely', 'right', 'up', 'mine', 'say', 'yourself', 'boy', 're', 'out', 'your', 'brain', 'think', 'm', 'gon', 'na', 'stand', 'here', 'night', 'in', 'rain', '?', 'start', 'affair', 'moment', 'when', 'there', 'will', 'seal', 'together', 'oh', 'made', 'promise', 'always', 'forever']"
1976,80,66,"['say', 'tried', 'but', 'ca', 'find', 'pleasure', 'people', 'givin', 'pressure', 'try', 'resist', 'hurt', 'if', 'taste', 'will', 'haunt', 'watch', 'for', 'signs', 'lead', 'right', 'direction', 'not', 'heed', 'is', 'a', 'bad', 'reflection', 'they', 'show', 'what', 'have', 'been', 'seeking', 'ignore', 're', 'only', 'cheating', 'see', 'earth', 'wind', '&', 'fire', 'live', '$', '58', 'lay', 'awake', 'every', 'night', 'til', 'sun', 'comes', 'morning', 'nothing', 'exciting', 'seems', 'boring', 'make', 'mind', 'which', 'go', 'about', 'road', 'do', 'doubt']"
1976,81,59,"['shes', 'high', 'consolation', 'trying', 'tell', 'is', 'right', 'daddy', 'tried', 'bore', 'with', 'sermon', 'but', 'plain', 'comfort', 'sorry', 'charlie', 'imposition', 'strength', 'carry', 'need', 'drink', 'quick', 'decision', 'ooh', 'will', 'get', 'morning', 'look', 'mirror', 'one', 'less', 'toothbrush', 'hanging', 'stand', 'ai', 'looking', 'any', 'younger', 'love', 'taken', 'toll', 'll', 'spend', 'eternity', 'city', 'let', 'carbon', 'monoxide', 'choke', 'thoughts', 'away', 'pretty', 'bodies', 'help', 'dissolve', 'memories', 'never', '1']"
1976,82,71,"['ve', 'been', 'together', 'since', 'way', 'back', 'sometimes', 'see', 'again', 'know', 'after', 'all', 'these', 'years', 'whispering', 'ear', 'talk', 'bed', 'turns', 'head', 'looked', 'at', 'your', 'face', 'every', 'day', 'saw', 'til', 'went', 'away', 'winter', 'came', 'just', 'deep', 'desert', 'longed', 'for', 'snow', 'laugh', 's', 'better', 'half', 'strong', 'take', 'along', 'yes', 'bridge', 'changing', 'our', 'is', 'going', 'gold', 'even', 'though', 'grow', 'old', 'grows', 'new', 'touch', 'ca', 'get', 'enough', 'who', 'can', 'scratch', 'itch', 'would', 'switch', 'shout', 'dream', 'about']"
1976,83,47,"['youre', 'whatever', 'can', 'give', 'it', 's', 'all', 'see', 'ever', 'had', 'with', 'such', 'a', 'long', 'time', 'sunshine', 'want', 'feelings', 'are', 'true', 'wandering', 'but', 'in', 'rain', 'or', 'shine', 'stood', 'by', 'whenever', 'is', 'cruel', 'got', 'help', 'forgive', 'first', 'when', 'turn', 'out', 'bad', 'll', 'never', 'be', 'lonely', 'only', 'do', 'bridge', '25']"
1976,84,19,"['heaven', 'a', 'sign', 'going', 'out', 'of', 'mind', 'called', 'ca', 'help', 'gettin', 'involved', 'bridge', 'well', 'sure', 'filled', 'loving', 'would', 'ohhh']"
1976,85,10,"['/', 'break', 'alt', 'with', 'mmmm', 'feels', 'like', 'yeah', 'woah', '6']"
1976,86,8,"['whod', 'are', 'ready', 'we', 'nt', 'care', 'just', 'long']"
1976,87,92,"['today', 'wild', 'eyed', 'been', 'away', 'have', 'changed', 'had', 'much', 'say', 'but', 'still', 'think', 'cats', 'askin', 'how', 'where', 'could', 'found', 'told', 'livin', 'downtown', 'drivin', 'all', 'old', 'men', 'used', 'dance', 'a', 'lot', 'every', 'on', 'floor', 'shakin', 'what', 'when', 'tell', 'ya', 'cool', 'red', 'hot', 'mean', 'steamin', 'time', 'over', 'well', 'this', 'up', 'slapped', 'face', 'we', 'fell', 'about', 'do', 'forget', 'her', '{', '}', 'bridge', 'friday', 'll', 'dressed', 'kill', 'bar', 'grill', 'drink', 'flow', 'blood', 'spill', 'fight', 'better', 'let', 'em', 'jukebox', 'corner', 'blasting', 'out', 'my', 'favourite', 'song', 'nights', 'gettin', 'warmer', 'it', 'til', 'summer', 'comes', 'now', 'here', 're', 'hangin', '10']"
1976,88,42,"['found', 'someone', 'place', 'of', 'just', 'fear', 'builds', 'within', 'every', 'touch', 'hand', 'dread', 'shakes', 'body', 'even', 'ooo', 're', 'clinging', 'tighter', 'ever', 'have', 'everything', 'keep', 'walking', 'out', 'door', 'those', 'arms', 'around', 'will', 'let', 'go', 'some', 'day', 'd', 'rather', 'leave', 'holding', 'on', 'pushing', 'instrumental', 'll']"
1976,89,53,"['live', 'thank', '!', 'shadows', 'grow', 'so', 'long', 'before', 'my', 're', 'moving', 'across', 'page', 'suddenly', 'turns', 'into', 'far', 'away', 'from', 'city', 'moon', 'appears', 'light', 'sky', 'help', 'some', 'fireflies', 'wonder', 'how', 'have', 'power', 'them', 'under', 'pine', 'solo', 'bridge', 'well', 'sunset', 'brown', 'gray', 'blue', 'besides', 'clouds', 'are', 'stalking', 'islands', 'sun', 'wish', 'could', 'buy', 'one', 'out', 'season']"
1976,90,64,"['sense', 'sharing', 'this', 'ending', 'another', 'lost', 'lonely', 'wife', 'count', 'years', 'will', 'filled', 'with', 'tears', 'breaks', 'start', 'over', 'again', 'get', 'but', 'wo', 'have', 'your', 'while', 'busy', 'loving', 'woman', 'that', 'uh', 'huh', 'leave', 'hundred', 'easier', 'said', 'than', 'done', 'high', 'now', 'crack', 'at', 'who', 'wants', 'live', 'trouble', 'strife', 'mind', 'must', 'learn', 'all', 'about', 'mmm', 'for', 'rest', 'of', 'days', 'encourage', 'self', 'preservation', 'going', 'on', 'today', 'thousand', 'how', '2']"
1976,91,58,"['tell', 're', 'leaving', 'believe', 'girl', 'there', 'no', 'living', 'without', 'take', 'your', 'away', 'from', 'leave', 'my', 'heart', 'in', 'misery', 'cause', 'if', 'go', 'then', 'll', 'be', 'blue', 'remember', 'when', 'held', 'tight', 'kissed', 'night', 'think', 've', 'been', 'they', 'now', 'this', 'end', 'instead', 'wish', 'were', 'making', 'again', 'beg', 'goodbye', 'give', 'our', 'one', 'more', 'try', 'come', 'on', 'baby', 'let', 'start', 'anew', 'oh', 'so']"
1976,92,28,"['make', 'turn', 'into', 'give', 'more', 'than', 'living', 'princess', 'with', 'frown', 'giving', 'afford', 'crown', 'girl', 'come', 'on', 'do', 'bring', 'down', 'must', 'buy', 'all', 'how', 'far', 'would', 'd', 'be', 'losing']"
1976,93,4,"['mothersucker', 'x7', 'x3', '1']"
1976,94,143,"['love', 'organic', 'cooking', 'ask', 'more', 'call', 'health', 'store', 'sea', 'salt', 'sugar', 'dont', 'touch', 'lips', 'is', 'begging', 'them', 'macrobiotic', 'trips', 'are', 'strongbox', 'keep', 'under', 'lock', 'key', 'off', 'closet', 'where', 'nobody', 'else', 'see', 'open', 'door', 'so', 'slowly', 'peek', 'north', 'south', 'hostess', 'twinkie', 'pop', 'mouth', 'well', 'lunchtime', 'whole', 'earth', 'vitamin', 'bar', 'sucking', 'plain', 'yogurt', 'from', 'thrown', 'pottery', 'jar', 'sippin', 'little', 'pressed', 'cider', 'carrot', 'stick', 'dessert', 'wiping', 'way', 'sleeve', 'peasant', 'shirt', 'ah', 'when', 'clock', 'strikes', 'midnight', 'myself', 'work', 'combination', 'secret', 'hideaway', 'shelf', 'some', 'fritos', 'corn', 'dr', 'pepper', 'an', 'ole', 'moon', 'pie', 'sit', 'back', 'glorious', 'expectation', 'genuine', 'high', 'commune', 'think', 'pretty', 'neat', 'nt', 'nothing', 'about', 'arts', 'crafts', 'give', 'em', 'something', 'friend', 'old', 'euell', 'gibbons', 'homegrown', 'spice', 'got', 'john', 'keats', 'autographed', 'grecian', 'urn', 'filled', 'brown', 'rice', 'folks', 'lately', 'been', 'spotted', 'big', 'mac', 'breath', 'stumbling', 'into', 'colonel', 'sanders', 'death', 'afraid', 'someday', 'll', 'stretched', 'bed', 'handful', 'pringles', 'potato', 'ding', 'dong', 'head']"
1976,95,44,"['doctor', 'woman', 'comin', 'home', 'late', 'today', 'ya', 'maybe', 'give', 'something', 'gone', 'must', 'right', 'away', 'before', 'sees', 'around', 'where', 'did', 'run', 'thought', 'd', 'keep', 'lovelight', 'burnin', 'whatever', 'guess', 'have', 'nt', 'too', 'good', 'left', 'yearnin', 'aroundtryin', 'downi', 'want', 'm', 'going', 'see', 'barry', 'manilow', 'live', '$', '41']"
1976,96,30,"['dancin', 'room', 'gets', 'hot', 'say', 'go', 'spin', 'just', 'begun', 'let', 'in', 'saying', 'be', 'mine', 'while', 're', 'lookin', 'fancy', 'like', 'your', 'style', 'that', 'quite', 'lot', 'see', 'kiss', 'live', '$', '76', '8']"
1976,97,56,"['went', 'party', 'other', 'night', 'ladies', 'were', 'treatin', 'movin', 'feet', 'how', 'in', 'world', 'could', 'keep', '?', 'of', 'sudden', 'change', 'was', 'on', 'dance', 'floor', 'acting', 'strange', 'flapping', 'arms', 'at', 'ah', 've', 'shake', 'tail', 'feather', 'when', 'music', 'stopped', 'returned', 'but', 'there', 'no', 'stoppin', 'and', 'his', 'back', 'up', 'why', 'everybody', 'doin', 'it', 'happy', 'here', 'for', 'gettin', 'very', 'much', 're', 'welcome']"
1976,98,84,"['this', 'story', 'bout', 'young', 'lovers', 'with', 'nothing', 'better', 'do', 'than', 'sit', 'around', 'house', 'get', 'high', 'watch', 'tube', 'happened', 'when', 'decided', 'cut', 'loose', 'ooh', 'old', 'el', 'paso', 'that', 'where', 'ran', 'into', 'great', 'big', 'hassle', 'shot', 'man', 'while', 'robbing', 'castle', 'took', 'mack', 'detective', 'in', 'texas', 'knows', 'just', 'exactly', 'facts', 'ai', 'nt', 'gon', 'na', 'let', 'those', 'escape', 'justice', 'makes', 'living', 'off', 'of', 'people', 'taxes', 'she', 'slipped', 'caught', 'up', 'her', 'very', 'next', 'day', 'hey', 'south', 're', 'still', 'running', 'today', 'singing', 'see', 'steve', 'miller', 'band', 'live', '$', '35', '1']"
1976,99,36,"['wears', 'her', 'chest', 'when', 'comes', 'home', 'he', 'gets', 'rest', 'well', 'kids', 'eat', 'dog', 'ca', 'sleep', 'there', 'escape', 'from', 'whole', 'damn', 'street', 'playin', 'right', 'tease', 'like', 'i', 'm', 'so', 'love', 'with', 'see', 'who', 'live', '$', '85', '1']"
1976,100,62,"['living', 'city', 'ai', 'nt', 'been', 'idea', 'getting', 'job', 'demands', 'make', 'new', 'plans', 'before', 'big', 'chance', 'gone', 'get', 'house', 'hills', 'paying', 'everyone', 'bills', 'tell', 'gon', 'na', 'go', 'far', 'who', 'really', 'are', 'talking', 'telephone', 'setting', 'up', 'another', 'day', 'people', 'to', 'meet', 'do', 'right', 'spend', 'night', 'staying', 'touch', 'with', 'street', 'surrounded', 'by', 'friends', 'say', 'fun', 'ends', 'guess', 'll', 'figure', 'out', 'cause', 'this', 'its', 'all', 'about']"
1977,1,65,"['tonights', 'window', 'back', 'door', 'disconnect', 'telephone', 'line', 'relax', 'draw', 'blind', 'kick', 'shoes', 'sit', 'right', 'down', 'loosen', 'pretty', 'french', 'gown', 'pour', 'good', 'long', 'drink', 'ooh', 'hesitate', 'cmon', 'angel', 'hearts', 'on', 'fire', 'deny', 'man', 'desire', 'd', 'fool', 'this', 'tide', 'spread', 'wings', 'come', 'inside', 'saxophone', 'solo', 'say', 'word', 'virgin', 'child', 'just', 'inhibitions', 'run', 'wild', 'secret', 'is', 'about', 'unfold', 'upstairs', 'before', 'old', 'see', 'rod', 'stewart', 'live', '$', '20', 'woman']"
1977,2,19,"['mine', 'would', 'wait', 'forever', 'those', 'lips', 'of', 'wine', 'build', 'my', 'world', 'around', 'this', 'shine', 'watch', 'see', 'instrumental', 'bridge', '1']"
1977,3,37,"['does', 'take', 'much', 'happy', 'smile', 'with', 'glee', 'will', 'discouraged', 'cause', 'our', 'no', 'mystery', 'like', 'goin', 'out', 'changes', 'kind', 'come', 'around', 'each', 'life', 'better', 'meaning', 'kissed', 'beautiful', 'sweet', 'ca', 'explain', 'but', 'heart', 're', 'all', 'need', 'growin', 'every', '1']"
1977,4,59,"['theme', 'from', 'star', 'born', 'soft', 'an', 'easy', 'chair', 'fresh', 'air', 'shared', 'found', 'with', 'like', 'rose', 'under', 'april', 'snow', 'was', 'always', 'certain', 'would', 'grow', 'seldom', 'seen', 'will', 'make', 'each', 'night', 'first', 'everyday', 'beginning', 'spirits', 'rise', 'their', 'dance', 'unrehearsed', 'they', 'warm', 'excite', 'us', 'cause', 'brightest', 'lights', 'shine', 'glory', 'midnight', 'sun', 've', 'learned', 'to', 'sail', 'above', 'wo', 'nt', 'change', 'meaning', 'of', 'ever']"
1977,5,42,"['such', 'a', 'believe', 'everything', 'say', 'true', 'goes', 'show', 'while', 're', 'paintin', 'town', 'home', 'sittin', 'waitin', 'now', 'who', 'slip', 'secretly', 'if', 'tired', 'of', 'loving', 'me', 'keep', 'holdin', 'love', 'was', 'already', 'gone', 'times', 'said', 'feelin', 'well', 'did', 'could', 'tell', 'been', 'with', 'only', 'kiddin', 'yourself']"
1977,6,66,"['on', 'shore', 'beneath', 'bright', 'sunshine', 've', 'walked', 'along', 'st', 'thomas', 'beach', 'a', 'million', 'times', 'two', 'barefoot', 'lovers', 'kissing', 'sand', 'tide', 'rolls', 'only', 'could', 'be', 'through', 'each', 'how', 'has', 'grown', 'with', 'children', 'happy', 'home', 'little', 'smiles', 'warm', 'tender', 'looking', 'up', 'at', 'blessed', 'one', 'shared', 'till', 'wake', 'reach', 'for', 'just', 'not', 'there', 'dreaming', 'close', 'your', 'skin', 'even', 'mind', 'every', 'night', 'feelin', 'do', 'nt', 'keep', 'waiting', 'all', 'life', '1']"
1977,7,14,"['dont', 'exist', 'll', 'surely', 'miss', 'tender', 'kiss', 'understand', 'm', 'at', 'command', 've', 'woah', '1']"
1977,8,36,"['has', 'now', 'once', 'downhearted', 'disappointment', 'closest', 'friend', 'but', 'came', 'soon', 'departed', 'never', 'showed', 'his', 'ohh', 'm', 'glad', 'finally', 'found', 're', 'that', 'one', 'in', 'a', 'million', 'man', 'when', 'wrap', 'lovin', 'arms', 'around', 'can', 'stand', 'the', 'world', 'oh']"
1977,9,47,"['cryin', 'on', 'pillow', 'lonely', 'bed', 'heard', 'voice', 'beside', 'softly', 'wonder', 'nightlight', 'magic', 'as', 'held', 'mean', 'yes', 'heavenly', 'surrender', 'afterglow', 'givin', 'up', 'heart', 'do', 'nt', 'find', 'one', 'when', 'look', 'into', 'll', 'again', 'story', 'girl', 'if', 'it', 'gon', 'na', 'take', 'arms', 'tonight', 'underneath', 'covers', 'lies', 'lookin', 'lovin', 'get', 'next']"
1977,10,76,"['times', 'when', 'woman', 'has', 'what', 'on', 'her', 'mind', 'even', 'though', 'she', 'how', 'much', 'it', 'gon', 'na', 'hurt', 'before', 'word', 'tell', 'hold', 'close', 'these', 'words', 'gently', 'been', 'man', 'needed', 'loved', 'does', 'mean', 'less', 'ca', 'possess', 'never', 'will', 'this', 'empty', 'place', 'only', 'fill', 'must', 'think', 'failed', 'because', 'someone', 'were', 'first', 'real', 'had', 'things', 'said', 'swear', 'they', 'still', 'true', 'for', 'no', 'one', 'have', 'part', 'gave', 'bridge', 'could', 'really', 'blame', 'if', 'turned', 'walked', 'away', 'with', 'everything', 'feel', 'm', 'asking', 'stay']"
1977,11,27,"['im', 'two', 'three', 'four', 'keep', '2', 'take', 'give', 'my', 'completely', 'understand', 'kc', 'sunshine', 'band', 'live', '$', '78', '3', 'we', 'together', 'get', 'near', 'from', 'sundown', 'sunup', '4', 'woo']"
1977,12,37,"['friday', 'lights', 'low', 'place', 'go', 'where', 'they', 'play', 'right', 'getting', 'swing', 'come', 'look', 'king', 'anybody', 'could', 'be', 'guy', 's', 'high', 'with', 'bit', 'rock', 'everything', 'fine', 'teaser', 'turn', 'on', 'leave', 'burning', 'then', 'gone', 'another', 'anyone', 'will', 'do', '47']"
1977,13,42,"['ve', 'cute', 'way', 'talking', 'better', 'snap', 'fingers', 'walking', 'dog', 'hanging', 'lead', 'spin', 'shaking', 'string', 'quarter', 'four', 'morning', 'ai', 'feeling', 'tired', 'hold', 'tight', 'leave', 'light', 'cause', 'go', 'home', 'put', 'spell', 'right', 'where', 'be', 'repeat', 'bridge', 'oo', 'if', 'let', 'stay', 'we', 'our', 'lives', '1']"
1977,14,80,"['nibblin', 'sponge', 'cake', 'watchin', 'sun', 'bake', 'tourists', 'covered', 'with', 'oil', 'strummin', 'six', 'string', 'front', 'porch', 'swing', 'smell', 'shrimp', 'they', 're', 'beginnin', 'boil', '1', 'nobody', 'do', 'reason', 'stayed', 'season', 'nothin', 'show', 'this', 'brand', 'new', 'tattoo', 'real', 'beauty', 'mexican', 'cutie', 'how', 'got', 'have', 'clue', '2', 'now', 'think', 'hell', 'could', 'be', 'blew', 'out', 'flip', 'flop', 'stepped', 'pop', 'top', 'cut', 'heel', 'had', 'cruise', 'back', 'home', 'booze', 'blender', 'soon', 'will', 'render', 'frozen', 'concoction', 'helps', 'me', 'hang', '3', 'yes', 'see', 'jimmy', 'buffett', 'live', '$', '10', '5']"
1977,15,41,"['hello', 'have', 'been', 'alright', 'those', 'what', 'say', 'tell', 'everything', 'if', 'pick', 'up', 'hey', 'feelin', 'still', 'same', 'realise', 'were', 'for', 'real', 'not', 'dream', 'believe', 'they', 've', 'faded', 'out', 'view', 'okay', 'so', 'no', 'one', 'answering', 'well', 'll', 'sit', 'tight', 'shadows', 'night', 'forevermore', '6']"
1977,16,21,"['whatcha', 'so', 'having', 'trouble', 'with', 'romance', 'well', 'better', 'check', 'before', 'goes', 'yeah', 'might', 'not', 'be', 'seeing', 'should', 'recognize', 'everybody', 'knows', 've']"
1977,17,54,"['sometimes', 'rhymes', 'fill', 'afternoon', 'lose', 'their', 'meaning', 'with', 'rising', 'moon', 'hold', 'tell', 'words', 'say', 'are', 'true', 'answer', 'question', 'must', 'ask', 'of', 'freedom', 'lover', 'allow', 'feel', 'm', 'now', 'where', 'goes', 'knows', 'hurt', 'go', 'as', 'deep', 'nt', 'promise', 'not', 'keep', 'get', 'close', 'could', 'so', 'easily', 'is', 'see', 'when', 'look', 'in', 'your', 'eyes', 'another', 'empty', 'lie', 'well']"
1977,18,71,"['world', 'within', 'itself', 'language', 'we', 'understand', 'an', 'equal', 'opportunity', 'sing', 'dance', 'clap', 'their', 'hands', 'because', 'record', 'has', 'do', 'make', 'in', 'tell', 'right', 'away', 'at', 'letter', 'when', 'start', 'move', 'knows', 'always', 'be', 'one', 'things', 'life', 'wo', 'quit', 'here', 'are', 'some', 'pioneers', 'time', 'not', 'allow', 'us', 'forget', 'basie', 'miller', 'satchmo', 'king', 'voice', 'like', 'ella', 'ringing', 'out', 'way', 'band', 'lose', 'i', 'ca', '?', 'come', 'on', 'let', 'everybody', 'see', 'stevie', 'wonder', 'live', '$', '56', '11']"
1977,19,129,"['dark', 'desert', 'highway', 'cool', 'wind', 'hair', 'warm', 'smell', 'colitas', 'rising', 'through', 'air', 'ahead', 'distance', 'saw', 'shimmering', 'light', 'head', 'heavy', 'sight', 'dim', 'stop', 'stood', 'doorway', 'mission', 'bell', 'thinkin', 'myself', 'heaven', 'or', 'hell', 'then', 'lit', 'candle', 'showed', 'way', 'were', 'down', 'corridor', 'thought', 'plenty', 'room', 'her', 'mind', 'is', 'tiffany', 'twisted', 'mercedes', 'bends', 'uh', 'lot', 'boys', 'calls', 'friends', 'how', 'courtyard', 'sweet', 'summer', 'sweat', 'forget', 'so', 'called', 'captain', 'please', 'wine', 'he', 'have', 'spirit', 'since', '1969', 'still', 'those', 'callin', 'from', 'far', 'away', 'wake', 'middle', 'hear', 'see', 'eagles', 'live', '$', '102', 'livin', 'your', 'alibis', 'mirrors', 'ceiling', 'pink', 'champagne', 'ice', 'all', 'prisoners', 'our', 'own', 'device', 'master', 's', 'chambers', 'gathered', 'feast', 'stab', 'with', 'their', 'steely', 'knives', 'ca', 'kill', 'beast', 'last', 'thing', 'running', 'door', 'passage', 'back', 'before', 'relax', 'man', 'programmed', 'receive', 'check', 'out', 'like', 'never', 'leave', 'guitar', 'solo', '250']"
1977,20,83,"['used', 'parties', 'stand', 'around', 'cause', 'was', 'too', 'nervous', 'really', 'yearned', 'free', 'thought', 'choose', 'standin', 'beside', 'walls', 'done', 'myself', 'together', 'now', 'havin', 'ball', 'always', 'chance', 'watchin', 'might', 'make', 'romance', 'ooo', 'groove', 'feel', 'like', 'fool', 'spread', 'just', 'high', 'low', 'step', 'into', 'erotic', 'zone', 'round', 'shake', 'oooww', 'can', 'love', 'when', 'here', 'swingin', 'place', 'young', 'ladies', 'are', 'fine', 'movin', 'easy', 'doubts', 'know', 'thinkin', 'think', 'gon', 'do', 'babe', 'instrumental', 'break', 'looks', 'have', 'mercy', 'standing', 'by', 'yall', 'trance', 'hang', 'single', 'or', 'hold', '?', 'home', 'sugar', 'hit', 'mornin', 'going', '5']"
1977,21,9,"['it', 's', 'so', 'wo', 'nt', 'be', 'long', 'flying', 'high']"
1977,22,62,"['felt', 'free', 'breeze', 'not', 'mention', 'whistlin', 'tunes', 'know', 'love', 'even', 'when', 'closed', 'eyes', 'apologize', 'anyone', 'who', 'can', 'truly', 'say', 'has', 'found', 'better', 'way', 'sky', 'its', 'precious', 'beauty', 'lies', 'beyond', 'eye', 'goes', 'runnin', 'through', 'soul', 'stories', 'told', 'of', 'man', 'dog', 'walk', 'land', 'every', 'flower', 'touched', 'cold', 'hand', 'slowly', 'walked', 'by', 'weepin', 'willows', 'would', 'cry', 'for', 'mystery', 'many', 'others', 'blow', 'verse', '7', 'feel', '10']"
