Year,Chart,Hapax Count,Hapaxes
2010,91,74,"['they', 'say', 'cant', 'go', 'again', 'had', 'one', 'last', 'time', 'maam', 'adam', 'these', 'hand', 'prints', 'front', 'steps', 'are', 'mine', 'up', 'those', 'stairs', 'little', 'bedroom', 'where', 'homework', 'learned', 'play', 'guitar', 'bet', 'under', 'oak', 'favorite', 'dog', 'buried', 'yard', 'cut', 'pictures', 'of', 'houses', 'for', 'years', 'better', 'homes', 'garden', 'magazine', 'plans', 'were', 'drawn', 'concrete', 'poured', 'daddy', 'gave', 'life', 's', 'dream', 'bridge', 'move', 'best', 'can', 'got', 'lost', 'whole', 'world', 'forgot', 'who', 'am', 'walk', 'around', 'see', 'miranda', 'lambert', '$', '46', '6']"
2010,92,92,"['lord', 'make', 'rainbow', 'shine', 'mother', 'know', 'safe', 'stands', 'under', 'colors', 'always', 'think', 'ought', 'to', 'even', 'gray', 'buries', 'her', 'baby', 'post', 'wearing', 'white', 'come', 'into', 'kingdom', 'green', 'ring', 'little', 'cold', 'finger', 'known', 'lovin', 'man', 'sure', 'felt', 'nice', 'was', 'holdin', 'hand', 'there', 's', 'boy', 'here', 'town', 'says', 'who', 'would', 'have', 'thought', 'could', 'severed', 'by', 'pre', 'did', 'is', 'done', 'penny', 'thoughts\\x97oh', 'sell', 'dollar', 'they', 'worth', 'much', 'more', 'after', 'goner', 'maybe', 'then', 'hear', 'been', 'singin', 'funny', 'dead', 'how', 'people', 'start', 'listenin', 'ballad', 'dove', 'go', 'peace', 'gather', 'up', 'tears', 'keep', 'pocket', 'save', 'really', 'gon', 'na', 'need', '62']"
2010,93,85,"['younger', 'saw', 'daddy', 'cry', 'curse', 'at', 'wind', 'broke', 'his', 'own', 'heart', 'watched', 'as', 'tried', 'reassemble', 'momma', 'swore', 'she', 'would', 'herself', 'forget', 'day', 'promised', 'd', 'sing', 'if', 'does', 'exist', 'darling', 'maybe', 'somewhere', 'deep', 'soul', 'lasts', 'we', 'find', 'other', 'ways', 'make', 'alone', 'or', 'keep', 'straight', 'face', 'always', 'lived', 'like', 'this', 'keeping', 'comfortable', 'distance', 'until', 'now', 'had', 'sworn', 'myself', 'content', 'loneliness', 'because', 'none', 'ever', 'worth', 'risk', 'well', 'bridge', 'tight', 'grip', 'reality', 'ca', 'nt', 'go', 'what', 'front', 'here', 're', 'leaving', 'morning', 'wake', 'leave', 'some', 'kind', 'proof', 'dream', 'whoa', '50']"
2010,94,54,"['on', 'side', 'road', 'where', 'church', 'bells', 'ring', 'strong', 'love', 'grows', 'good', 'slow', 'steady', 'preacher', 'free', 'weed', 'could', 'wait', 'goin', 'but', 'was', 'quite', 'ready', 'leave', 'innocent', 'pure', 'sweet', 'caught', 'race', 'this', 'crazy', 'life', 'tryin', 'be', 'everything', 'can', 'make', 'you', 'lose', 'your', 'mind', 'just', 'wan', 'na', 'time', 'bridge', 'gone', 'for', 'now', 'got', 'ta', 'her', 'somehow', 'ooh']"
2010,95,88,"['drinkin', 'coffee', 'stare', 'across', 'table', 'look', 'outside', 'many', 'things', 'd', 'say', 'only', 'were', 'able', 'quiet', 'count', 'cars', 'that', 'pass', 'by', 'opinions', 'man', 'we', 'entitled', 'em', 'asked', 'let', 'thank', 'time', 'try', 'waste', 'any', 'more', 'mine', 'get', 'outta', 'fast', 'hate', 'break', 'drowning', 'there', 'save', 'sound', 'innocent', 'full', 'good', 'intent', 'swear', 'know', 'best', 'expect', 'jump', 'up', 'board', 'ride', 'off', 'into', 'delusional', 'sunset', 'lost', 'direction', 'll', 'see', 'busy', 'makin', 'maps', 'name', 'them', 'in', 'caps', 'talkin', 'listening', 'bridge', 'life', 'make', 'everybody', 'happy', 'hide', 'waiting', 'someone', 'turn', 'decide', 'lem', 'hold', 'crown', 'ooh', 'ah', '5']"
2010,96,74,"['ten', 'miles', 'from', 'town', 'broke', 'down', 'spittin', 'smoke', 'on', 'side', 'road', 'tryin', 'get', 'home', 'was', 'but', 'already', '1', 'me', 'wo', 'stop', 'at', 'nothin', 'started', 'last', 'talked', 'night', 'walked', 'burns', 'like', 'an', 'iron', 'in', 'high', 'say', 'were', 'meant', 'wasting', '2', 'oh', 'why', 'did', 'doubt', '?', 'would', 'die', 'daughtry', 'live', '$', '54', 'bridge', 'right', 'or', 'other', 'one', 'this', 'spent', 'it', 'hard', 'man', 'sight', 'could', 'blind', 'bout', 'better', 'times', 'outta', '3', 'god', 'knows', 'what', 'd', 'do', '7']"
2010,97,50,"['better', 'm', 'lucky', 'linger', 'light', 'cooler', 'flip', 'side', 'pillow', 'right', 'completely', 'unaware', 'nothing', 'compare', 'where', 'send', 'lets', 'yeah', 'moments', 'good', 'times', 'start', 'fade', 'even', 'gone', 'somehow', 'come', 'along', 'flower', 'poking', 'through', 'sidewalk', 'crack', 'steal', 'away', 'rain', 'bridge', 'do', 'nt', 'live', 'without', 'cause', 'every', 'time', 'get', 'around', 'see', 'inside', 'eyes', '12']"
2010,98,136,"['what', 'why', 'need', 'super', 'bumpin', 'dump', 'put', 'your', 'arms', 'front', 'lean', 'yeah', 'right', 'nobody', 'morningside', 'go', 'by', 'bubba', 'thunder', 'okay', 'dallas', 'd', 'town', 'moves', 'off', 'jockin', 'leave', 'functions', 'ladies', 'screw', 'ima', 'day', 'niggas', 'shoot', 'stuck', 'glue', 'shine', 'bright', 'started', 'gloomin', 'was', 'bubblegum', 'had', 'chew', 'name', 'yup', 'dudes', 'who', 'west', 'step', 'club', 'bug', 'dancin', 'none', 'hear', 'squad', 'screamin', 'brodie', 'move', 'shoulders', 'take', 'real', 'low', 'floor', 'stop', 'more', 'kinda', 'tired', 'then', 'pass', 'bone', 'cats', 'down', 'south', 'learned', 'lil', 'too', 'fast', 'brought', 'hood', 'whole', 'crew', 'ass', 'jay', 'are', 'really', 'bent', 'meet', 'thick', 'redbone', 'hm', 'hatin', 'bout', 'escape', 'home', 'friend', 'two', 'man', 'wan', 'run', 'even', 'if', 'legs', 'long', 'hubby', 'change', 'subject', 'ha', 'give', 'blow', 'trees', 'money', 'heff', 'playboy', 'bunnies', 'middle', 'bed', 'asked', 'looked', 'at', 'funny', 'dawg', 'ca', 'tell', 'nothin', 'starr', 'made', 'took', 'oven', 'clubbin', 'skinny', 'jeans', 'burner', 'keep', 'rubbin', '20']"
2010,99,63,"['if', 'million', 'miles', 'away', 'at', 'bottom', 'of', 'sea', 'hear', 'inside', 'head', 'all', 'time', 'lies', 'post', 'well', 'lonely', 'only', 'nobody', 'shut', 'down', 'like', 'wore', 'crown', 'made', 'body', 'heaven', 'bound', 'why', 'thought', 'd', 'never', 'leave', 'looking', 'sky', 'see', 'your', 'face', 'where', 'fit', 'take', 'always', 'be', 'til', 'end', 'bridge', 'anybody', 've', 'from', 'start', 'bout', 'fall', 'apart', 'rather', 'than', 'dream', 'or', 'just', 'too', 'tight', 'lord', 'sleepin', '5']"
2010,100,45,"['ve', 'that', 'yesterday', 'wo', 'fight', 'starts', 'burnin', 'whats', 'yeah', 'going', 'there', 'time', 'shake', 'for', 'all', 'is', 'cold', 'take', 'walk', 'went', 'with', 'on', 'starry', 'night', 'hurtin', 'too', 'bad', 'cause', 're', 'just', 'mean', 'baby', 'walkin', 'in', 'every', 'way', 'givin', 'tired', 'of', 'cryin', 'babe', 'longer', 'packin', 'far', '2']"
2011,1,56,"['finally', 'can', 'crystal', 'clear', 'go', 'sell', 'lay', 'shit', 'bare', 'how', 'piece', 'underestimate', 'things', 'will', 'baby', 'no', 'story', 'told', 've', 'heard', 'one', 'on', 'm', 'burn', 'think', 'depths', 'despair', 'home', 'down', 'as', 'mine', 'sure', 'wo', 'shared', 'beating', 'throw', 'soul', 'through', 'open', 'door', 'count', 'blessings', 'find', 'look', 'for', 'turn', 'sorrow', 'into', 'treasured', 'gold', 'pay', 'back', 'kind', 'reap', 'just', 'sow']"
2011,2,67,"['clap', 'club', 'looking', 'jock', 'huh', 'non', 'when', 'spot', 'booty', 'moving', 'weight', 'block', 'where', 'drank', 'gots', 'know', 'tight', 'jeans', 'tattoo', 'cause', 'black', 'white', 'domino', 'gainin', 'oprah', 'dough', 'runnin', 'through', 'these', 'hoes', 'drano', 'got', 'devilish', 'flow', 'halo', 'crew', 'reppin', 'rise', 'top', 'led', 'our', 'zeppelin', 'hey', 'step', 'fast', 'first', 'me', 'throw', 'this', 'cash', 'mad', 'hatin', 'bad', 'one', 'more', 'shot', 'us', 'another', 'round', 'please', 'fill', 'cup', 'mess', 'around', 're', 'naked', 'shu']"
2011,3,82,"['plastic', 'bag', 'drifting', 'through', 'wind', 'wanting', 'start', 'again', 'paper', 'thin', 'house', 'cards', 'blow', 'from', 'cavin', 'already', 'buried', 'deep', 'six', 'feet', 'under', 'screams', 'but', 'no', 'seems', 'hear', 'thing', 'still', 'chance', 'for', 'spark', 'nt', 'have', 'waste', 'space', 'original', 'can', 'not', 'be', 'replaced', 'if', 'only', 'knew', 'future', 'holds', 'after', 'hurricane', 'comes', 'rainbow', 'maybe', 'reason', 'why', 'doors', 'are', 'closed', 'could', 'open', 'leads', 'perfect', 'road', 'lightning', 'bolt', 'heart', 'will', 'glow', 'when', 'll', 'see', 'katy', 'perry', 'live', '$', '78', 'bridge', 'always', 'been', 'inside', 'now', 'throu', 'ou', 'ough', '86']"
2011,4,91,"['dirty', 'mind', 'filthy', 'ways', 'tryna', 'bathe', 'milky', 'legend', 'irreverent', 'reverend', 'far', 'we', 'give', 'fuck', 'welcome', 'danger', 'zone', 'step', 'fantasy', 'are', 'invited', 'other', 'side', 'sanity', 'callin', 'big', 'headed', 'astronaut', 'maybe', 'because', 'yeezy', 'get', 'ass', 'lot', 'hypnotizing', 'devil', 'angel', 'magnetizing', 'feels', 'am', 'floating', 'leaves', 'body', 'glowing', 'say', 'afraid', 'others', 'futuristic', 'lover', 'dna', 'understand', 'supersonic', 'feel', 'powers', 'stun', 'laser', 'cosmic', 'every', 'move', 'magic', 'know', 'bar', 'mars', 'where', 'drivin', 'spaceships', 'instead', 'cars', 'cop', 'prada', 'space', 'suit', 'about', 'stars', 'getting', 'stupid', 'hah', 'straight', 'jars', 'pockets', 'shrek', 'rockets', 'deck', 'next', 'sex', 'disrobe', 'then', 'probe', 'see', 've', 'abducted']"
2011,5,69,"['workin', 'hard', '?', 'better', 'yet', 'go', 'times', 'square', 'took', 'negative', 'positive', 'just', 'yall', 'enjoy', 'nayer', 'ne', 'yo', 'us', 'advantage', 'off', 'dubai', 'perform', 'princess', 'can', 'queen', 'endless', 'this', 'insane', 'way', 'name', 'growin', 'hustlers', 'move', 'in', 'silence', 'tiptoein', 'got', 'locked', 'up', 'lindsay', 'lohan', 'woo', 'refrain', 'reach', 'stars', 'them', 'at', 'least', 'world', 'think', 'about', 'slip', 'gon', 'your', 'girl', 'haha', 'involved', 'deeper', 'masons', 'ai', 'no', 'secret', 'granny', 'cuba', 'an', 'american', 'idol', 'gettin', 'seacrest']"
2011,6,57,"['come', 'how', 'shoulda', 'known', 'trouble', 'first', 'kiss', 'eyes', 'wide', 'why', 'were', 'they', '?', 'interlude', 'uh', 'blue', 'beat', 'til', 'm', 'numb', 'tell', 'devil', 'hey', 'when', 'get', 'back', 'where', 'mad', 'bad', 'are', 'll', 'smile', 'face', 'then', 'rip', 'brakes', 'out', 'car', 'see', 'bruno', 'mars', '$', '222', 'bridge', 'if', 'body', 'fire', 'watch', 'burn', 'down', 'flames', 'loved', 'liar', 'darlin', 'still', 'ha', '115']"
2011,7,47,"['sorry', 'afford', 'ferrari', 'mean', 'get', 'he', 'an', 'xbox', 'more', 'atari', 'hm', 'way', 'play', 'game', 'fair', 'go', 'run', 'little', 'boyfriend', 'had', 'borrow', 'beg', 'steal', 'lie', 'cheat', 'keep', 'please', 'cause', 'being', 'cheap', 'nah', 'really', 'hate', 'yo', 'right', 'bridge', 'hurt', 'tried', 'momma', 'told', 'this', 'is', 'one', 'yes', 'did', 'lady', '33']"
2011,8,83,"['boomin', 'top', 'down', 'ac', 'cooler', 'come', 'club', 'blazin', 'stacks', 'deck', 'savin', 'ill', 'real', 'deal', 'pop', 'bottles', 'right', 'kind', 'build', 'cold', 'dope', 'sell', 'coke', 'always', 'air', 'never', 'coach', 'mothafuckin', 'sailor', 'make', 'kiss', 'kinda', 'dude', 'was', 'get', 'slapped', 'if', 'ho', 'said', 'pelican', 'so', 'shy', 'm', 'loving', 'tie', 'slicker', 'than', 'his', 'eye', 'polos', 'entrepreneur', 'niggas', 'moguls', 'ball', 'crew', 'solo', 'dolo', 'fitted', 'cap', 'ai', 'even', 'try', 'put', 'just', 'then', 'panties', 'really', 'american', 'guys', 'sigh', 'sickenin', 'eyes', 'can', 'touch', 'feminine', 'side', 'bridge', 'see', 'need', 'life', 'go', 'hey', '137']"
2011,9,63,"['shoot', 'stars', 'then', 'aim', 'heart', 'away', 'okay', 'swear', 'behave', 'wanted', 'waited', 'put', 'on', 'now', 'naked', 'say', 'kid', 'ego', 'is', 'big', 'give', 'shit', 'maybe', 's', 'hard', 'broken', 'scarred', 'nothing', 'believe', 'that', 'key', 'in', 'car', 'ride', 'wherever', 'inside', 'steer', 'shifting', 'gears', 'from', 'here', 'woo', 'maroon', '5', 'live', '$', '51', 'bridge', 'how', 'smile', '?', 'night', 'watch', 'learn', 'wo', 'twice', 'head', 'toe', 'baby', 'rub', 'till', 'needa', '47']"
2011,10,268,"['downunderground', 'lets', 'started', 'grown', 'without', 'father', 'travelled', 'ive', 'already', 'chartered', 'mr', 'martin', 'hold', 'deep', 'secret', 'garden', 'aint', 'eyed', 'peas', 'gon', 'retarded', 'hard', 'foundation', 'deliver', 'record', 'feels', 'friction', 'wisdom', 'delivered', 'six', 'ton', 'pick', '\\x91cause', 'any', 'mates', 'easily', 'somethin', 'fan', 'throw', 'evangelist', 'hooligan', 'words', 'vandalist', 'stand', 'hope', 'tall', 'enough', 'ring', 'lords', 'calling', 'bluff', 'feel', 'bass', 'hour', 'demon', 'facing', 'power', 'wan', 'track', 'us', 'dough', 'self', 'raising', 'flour', 'sick', 'beat', 'knocking', 'soldiers', 'feet', 'walking', 'talking', 'venue', 'sendin', 'lot', 'give', 'dam', 'offend', 'equipped', 'be', 'little', 'bit', 'bumpy', 'given', 'chance', 'grab', 'spit', 'something', 'shits', 'funky', 'junky', 'take', 'try', 'out', 'country', 'at', 'adder', 'packs', 'daggers', 'shatter', 'rapper', 'ash', 'matter', 'jack', 'hammer', 'flow', 'mack', 'every', 'ho', 'thats', 'attractive', 'close', 'passionate', 'bloke', 'mistake', 'weakness', 'seven', 'days', 'kids', 'not', 'weekends', 'hardly', 'ever', 'sleep', 'pants', 'saggin', 'those', 'missed', 'bandwagon', 'prompt', 'aimed', 'target', 'hit', 'comin', 'through', 'basket', 'sickness', 'bastard', 'twisted', 'me', 'kid', 'partially', 'gifted', 'non', '\\x91til', 'speakers', 'pop', 'pregnant', 'women', 'bump', 'their', 'foetus', 'respect', 'cops', 'reppin', 'hand', 'jock', 'givin', '\\x91em', 'raw', 'measure', 'mate', 'grace', 'pray', 'lord', 'vacate', 'from', 'all', 'turned', 'fake', 'know', 'even', 'though', 'change', 'face', 'haste', 'quick', 'time', 'rhymes', 'language', 'defined', 'clear', 'land', 'mines', 'watch', 'how', 'blow', 'whats', 'arsenal', 'gun', 'buck', 'touch', 'sec', 'start', 'rendering', 'cheques', 'confess', 'death', 'stress', 'battle', 'retaliation', 'pacin', 'isnt', 'game', 'playstation', 'patient', 'was', 'born', 'way', 'see', 'chick', 'fornicate', 'theres', 'nothin', 'more', 'but', 'number', 'sit', 'relax', 'getting', 'job', 'done', 'slay', 'new', 'jacks', 'rappers', 'straight', 'ivan', 'milat', '\\x96', 'killin', 'backpackers', 'street', 'cats', 'crowd', 'snakes', 'ladders', 'mc', 'his', 'head', 'platter', 'either', 'walk', 'stagger', 'hoodied', 'loose', 'cannon', 'ready', 'fists', 'enter', 'dragon', 'runnin', 'representin', 'sippin', 'flagon', 'spots', 'cliques', 'chicks', 'flock', 'lock', 'stock', 'two', 'balls', 'big', 'bitch', 'bunch', 'offs', 'piss', 'off']"
2011,11,102,"['ya', 'tú', 'sabes', 'es', 'más', 'nada', 'generation', 'mr', 'worldwide', 'redone', 'duce', 'in', 'club', 'everybody', 'knows', 'off', 'chain', 'babe', 'inception', 'with', 'brain', 'sleep', 'or', 'games', 'confused', 'cause', 'will', 'lose', 'pump', 'back', 'tonka', 'truck', 'go', 'hard', 'ta', 'freak', 'step', 'animal', 'tear', 'break', 'work', 'pick', 'body', 'drop', 'rhythm', 'change', 'world', 'running', 'mismo', 'clap', 'hands', 'rocking', 'criminal', 'kill', 'steal', 'quick', 'ill', 'sick', 'quit', 'rest', 'am', 'not', 'wrong', 'll', 'probably', 'die', 'that', 'badonkadonk', 'trunk', 'full', 'bass', 'old', 'school', 'chevy', 'seven', 'trey', 'donk', 'all', 'need', 'vodka', 'chonky', 'coke', 'watch', 'konged', 'baby', 'ready', 'for', 'things', 'heavy', 'act', 'fool', 'believe', 'just', 'bet', 'name', 'ai', 'keith', 'but', 'see', 'why', 'miami', 'say']"
2011,12,31,"['feels', 'so', 'being', 'there', 'no', 'way', 'turning', 'back', 'now', 'pain', 'pleasure', 'nothing', 'could', 'measure', 'bridge', 'rihanna', 'bring', 'turn', 'exactly', 'what', 've', 'been', 'yearning', 'for', 'give', 'strong', 'meet', 'boudoir', 'make', 'body', 'say']"
2011,13,58,"['robert', 'll', 'look', 'around', 'room', 'wo', 'tell', 'plan', 'rolled', 'hanging', 'out', 'mouth', 'cowboy', 'kid', 'found', 'six', 'shooter', 'dad', 'closet', 'box', 'fun', 'things', 'do', 'even', 'know', 'what', 'but', 'wait', 'daddy', 'works', 'day', 'be', 'bringing', 'me', 'surprise', 'cause', 'dinner', 'kitchen', 'it', 'packed', 'ice', 'waited', 'time', 'sleight', 'is', 'now', 'pull', 'trigger', 'reason', 'say', 'hair', 'on', 'fire', 'must', 'lost', 'wits', 'bridge', '253']"
2011,14,51,"['stranger', 'bed', 'pounding', 'head', 'glitter', 'over', 'room', 'pink', 'flamingos', 'pool', 'smell', 'like', 'mini', 'djs', 'passed', 'yard', 'barbies', 'barbecue', 'hickey', 'or', 'bruise', 'trying', 'connect', 'dots', 'nt', 'know', 'what', 'tell', 'boss', 'city', 'towed', 'car', 'chandelier', 'is', 'floor', 'ripped', 'favorite', 'party', 'dress', 'warrants', 'for', 'arrest', 'need', 'ginger', 'ale', 'that', 'was', 'such', 'an', 'epic', 'fail']"
2011,15,38,"['ohhhhh', 'ohhhhhhh', 'make', 'stars', 'like', 'they', 'shinin', 'falls', 'perfectly', 'without', 'trying', 'compliment', 'wo', 'believe', 'sad', 'every', 'time', 'asks', '?', 'could', 'kiss', 'them', 'all', 'day', 'let', 'hates', 'sexy', 'never', 'ask', 'perfect', 'searching', 'then', 'stay', 'same', 'even', 'bother', 'asking', 'll']"
2011,16,58,"['im', 'obvious', 'too', 'put', 'remove', 'space', 'between', 'now', 'rock', 'your', 'like', 'move', 'cause', 'already', 'what', 'pretty', 'had', 'a', 'type', 'would', 'ready', 'never', 'lied', 'll', 'truth', 'hah', '!', 'luda', 'gon', 'need', 'honey', 'stunt', 'from', 'window', 'wall', 'ta', 'all', 'winter', 'summertime', 'when', 'springs', 'ima', 'fall', 'up', 'floor', 'just', 'dance', 'love', 'shake', 'ass', 'turn', 'around', 'them', 'pants', 'find', 'somethin', 'yeah', '1']"
2011,17,50,"['off', 'lights', 'gon', 'na', 'lose', 'minds', 'tonight', 'dealio', 'love', 'when', 'much', '5', 'am', 'radio', 'where', 'rock', 'n', 'roll', 'uh', 'damn', 'part', 'of', 'understand', 'wish', 'd', 'already', 'ca', 'stop', 'coming', 'should', 'locked', 'spot', 'fuckin', 'bridge', 'shit', 'is', 'empty', 'that', 'sucks', 'school', 'cool', 'mean', 'choose', 'to', 'let', 'go', 'own', 'ah', 'fuck', '13']"
2011,18,84,"['it', 'does', 'if', 'him', 'paws', 'mama', 'told', 'young', 'we', 'all', 'superstars', 'rolled', 'hair', 'lipstick', 'glass', 'her', 'boudoir', 'nothing', 'wrong', 'with', 'loving', 'who', 'said', 'he', 'perfect', 'babe', 'so', 'hold', 'head', 'girl', 'll', 'go', 'far', 'listen', 'say', 'give', 'prudence', 'friends', 'subway', 'kid', 'truth', 'religion', 'insecure', 'must', 'myself', 'respect', 'youth', 'different', 'lover', 'is', 'not', 'sin', 'believe', 'record', 'mi', 'amore', 'vole', 'fe', 'yah', 'church', 'breakdown', 'broke', 'evergreen', 'cholo', 'descent', 'lebanese', 'disabilities', 'left', 'outcast', 'bullied', 'teased', 'today', 'bridge', 'gay', 'straight', 'bi', 'lesbian', 'transgender', 'survive', 'chola', 'brave', '!', 'yeah', '77']"
2011,19,85,"['made', 'turn', 'once', 'or', 'twice', 'dug', 'out', 'blood', 'fire', 'bad', 'decisions', 'alright', 'welcome', 'silly', 'life', 'mistreated', 'misplaced', 'misunderstood', 'miss', 'no', 'good', 'did', 'slow', 'mistaken', 'always', 'second', 'guessing', 'underestimated', 'm', 'still', 'around', 'about', 'yourself', 'were', 'them', 'instead', 'complicated', 'how', 'filled', 'with', 'much', 'hatred', 'such', 'tired', 'game', 'enough', 'can', 'think', 'chased', 'demons', 'seen', 'same', 'whole', 'world', 'scared', 'swallow', 'fear', 'only', 'thing', 'should', 'be', 'drinking', 'is', 'an', 'ice', 'cold', 'beer', 'cool', 'lying', 'but', 'too', 'hard', 'waste', 'looking', 'for', 'critics', 'cause', 'everywhere', 'jeans', 'get', 'hair', 'exchange', 'ourselves', '?', 'yeah']"
2011,20,94,"['heard', 'them', 'soft', 'lips', 'mouth', 'square', 'root', 'sixty', 'nine', 'eight', 'right', 've', 'been', 'tryna', 'weed', 'white', 'wine', 'come', 'alive', 'night', 'okay', 'away', 'only', 'thing', 'have', 'radio', 'play', 'ta', 'leave', 'waitin', 'traffic', 'jam', 'finish', 'things', 'could', 'do', 'twenty', 'minutes', 'wear', 'gettin', 'hot', 'crack', 'window', 'air', 'get', 'through', 'mighty', 'long', 'day', 'soon', 'as', 'text', 'write', 'gon', 'not', 'everybody', 'body', 'make', 'want', 'up', 'keeps', 'off', 'balance', 'challenge', 'explore', 'talent', 'ai', 'nt', 'nowhere', 'd', 'than', 'arms', 'around', 'back', 'forth', 'rock', 'surrender', 'whisper', 'door', 'enter', 'will', 'amazing', 'took', 'figure', 'why', 'way', 'past', 'point', 'turnin', 'bout', 'break', 'swear', 'losin', 'mind']"
2011,21,210,"['hate', 'outside', 'club', 'ca', 'hahaha', 'leggo', 'model', 'bottle', 'sippin', 'lamborghini', 'missin', 'toupée', 'ten', 'years', 'two', 'days', 'ladies', 'love', 'cool', 'j', 'would', 'wax', 'off', 'mr', 'miyagi', 'them', 'suicide', 'doors', 'hari', 'kari', 'bigger', 'gorilla', 'killin', 'cuff', 'accidentally', 'slip', 'fall', 'oops', 'mean', 'but', 'talkin', 'haters', 'hi', 'done', 'interlude', 'ayo', 'breezy', 'dice', 'rollin', 're', 'over', 'there', 'homie', 'runnin', 'wo', 'ever', 'everyday', 'day', 'pop', 'flop', 'cocky', 'set', 'woo', 'any', 'think', 'he', 'does', 'matter', 'damn', 'murder', 'everything', 'anything', 'boom', 'bing', 'lotta', 'things', 'make', 'clearer', 'couple', 'death', 'move', 'foul', 'call', 'ref', 'everybody', 'style', 'best', 'chest', 'bang', 'east', 'west', 'more', 'less', 'hear', 'street', 'or', 'could', 'read', 'press', 'next', 'way', 'race', 'pace', 'strugglin', 'hustlin', 'sendin', 'take', 'another', 'place', 'taste', 'grab', 'cut', 'through', 'traffic', 'throne', 'live', '$', '64', 'wayne', 'man', 'ass', 'yall', 'tunechi', 'nuisance', 'stupid', 'dumb', 'three', 'stooges', 'eat', 'sushi', 'pollution', 'substitution', 'play', 'movies', 'jacuzzi', 'pussy', 'juicy', 'gave', 'hater', 'radar', 'dressed', 'skater', 'big', 'house', 'came', 'an', 'elevator', 'eatin', 'tell', 'waiter', 'marley', 'shoot', 'bullshit', '¡olé', 'care', 'speak', 'girlfriend', 'freak', 'cirque', 'du', 'soleil', 'word', 'red', 'head', 'mind', 'bottom', 'climb', 'hotter', 'mine', 'nope', 'tryin', 'poppin', 'slime', 'nothin', 'trippin', 'shuck', 'jive', 'sweet', 'pumpkin', 'pie', 'cîroc', 'sprite', 'private', 'flight', 'tight', 'guiding', 'light', 'pockets', 'diamonds', 'white', 'momma', 'nice', 'daddy', 'dead', 'faggots', 'scared', 'too', 'wild', 'here', 'for', 'while', 'was', 'trial', 'puts', 'down', 'young', 'eyes', 'is', 'muhfuc\\x97', '280']"
2011,22,99,"['push', 'fore', 'goin', 'liquor', 'flowin', 'this', 'fire', 'number', 'one', 'there', 'higher', '!', 'okay', 'headed', 'dance', 'floor', 'slowly', 'start', 'poppin', 'somethin', 'my', 'wrist', 'piece', 'everybody', 'watchin', 'secret', 'treasure', 'lock', 'care', 'would', 'stupid', 'ms', 'vicky', 'heard', 'sticky', 'nine', 'shots', 'll', 'call', 'fifty', 'hicky', 'river', 'runnin', 'gunnin', 'empty', 'sweet', 'bally', 'physique', 'are', 'beauty', 'am', 'beast', 'must', 'been', 'trippin', 'leash', 'systems', 'thumpin', 'jumpin', 'shes', 'perfect', 'ten', 'rock', 'roll', 'drop', 'its', 'nothin', 'shaped', 'hourglass', 'hour', 'passed', 'time', 'flies', 'ass', 'but', 'shit', 'blast', 'sit', 'watch', 'thing', 'flo', 'bounce', 'shake', 'slow', 'sexual', 'incredible', 'beautiful', 'edible', 'aint', 'seen', 'better', 'yo', 'twerk', 'heaven', 'fit', 'dont', 'stop', 'bridge', '29']"
2011,23,74,"['cut', 'music', 'little', 'louder', 'youngin', 'looks', 'precious', 'grown', 'fly', 'blessing', 'cant', 'have', 'man', 'look', 'at', 'five', 'seconds', 'without', 'being', 'insecure', 'credit', 'yourself', 'got', 'older', 'seems', 'came', 'back', 'ten', 'times', 'sitting', 'damn', 'through', 'thoughts', 'shoulder', 'trying', 'dreams', 'transform', 'visions', 'fact', 'saw', 'world', 'affected', 'decisions', 'wasnt', 'fault', 'nt', 'intentions', 'talking', 'me', 'listening', 'poppin', 'bottles', 'dippin', 'much', 'bartending', 'stripping', 'baby', 'dont', 'mad', 'nobody', 'else', 'trippin', 'them', 'still', 'crook', 'lil', 'wayne', 'live', '$', '48', 'bridge', 'deserve', 'best', '98']"
2011,24,60,"['settled', 'down', 'found', 'girl', 'married', 'now', 'your', 'dreams', 'came', 'true', 'guess', 'she', 'gave', 'things', 'did', 'give', 'old', 'friend', 'why', 'so', 'shy', 'ai', 'hold', 'back', 'hide', 'from', 'light', 'had', 'know', 'flies', 'only', 'yesterday', 'was', 'lives', 'we', 'were', 'born', 'raised', 'summer', 'haze', 'bound', 'by', 'surprise', 'glory', 'days', 'compares', 'no', 'worries', 'cares', 'regrets', 'mistakes', 'they', 'memories', 'made', 'who', 'have', 'known', 'bittersweet', 'this', 'taste']"
2011,25,54,"['woke', 'up', 'london', 'yesterday', 'found', 'myself', 'near', 'piccadilly', 'how', 'here', 'some', 'pictures', 'phone', 'names', 'and', 'numbers', 'address', 'places', 'abbey', 'road', 'day', 'whatever', 'want', 'young', 'enough', 'happy', 'fool', 'let', 'over', 'everything', 'see', 'onerepublic', 'live', '$', '71', 'bridge', 'might', 'something', 'll', 'miss', 'window', 'closes', 'quick', 'm', 'taking', 'mental', 'picture', 'of', 'cause', 'hope', 'have', 'much', 'listen', '31']"
